Unnamed: 0,B_110_elel,B_110_elmu,B_110_mumu,B_90_elel,B_90_elmu,B_90_mumu,MA0,MH0,MHC,Mh,Mtr01,Mtr02,Mtr03,O_110_elel,O_110_elmu,O_110_mumu,O_90_elel,O_90_elmu,O_90_mumu,SR,S_110_elel,S_110_elmu,S_110_mumu,S_90_elel,S_90_elmu,S_90_mumu,U_e1_i,U_e1_r,U_e2_i,U_e2_r,U_e3_i,U_e3_r,U_mu1_i,U_mu1_r,U_mu2_i,U_mu2_r,U_mu3_i,U_mu3_r,U_tau1_i,U_tau1_r,U_tau2_i,U_tau2_r,U_tau3_i,U_tau3_r,Y1e,Y1mu,Y1tau,Y2e,Y2mu,Y2tau,Y3e,Y3mu,Y3tau,Yukawa_max,dB_110_elel,dB_110_elmu,dB_110_mumu,dB_90_elel,dB_90_elmu,dB_90_mumu,dS_110_stat_elel,dS_110_stat_elmu,dS_110_stat_mumu,dS_110_sys_elel,dS_110_sys_elmu,dS_110_sys_mumu,dS_110_tot_elel,dS_110_tot_elmu,dS_110_tot_mumu,dS_90_stat_elel,dS_90_stat_elmu,dS_90_stat_mumu,dS_90_sys_elel,dS_90_sys_elmu,dS_90_sys_mumu,dS_90_tot_elel,dS_90_tot_elmu,dS_90_tot_mumu,index,la2,laL,level_0,m_nu_1,m_nu_2,m_nu_3,mu_to_e_gamma,r_exp,r_max,r_obs,tau_to_mu_gamma,theta_1_i,theta_1_r,theta_2_i,theta_2_r,theta_3_i,theta_3_r,xsection1,xsection2,xsection_process,xsectionerror1,xsectionerror2,xsectionerror_process,y1e,y1mu,y1tau,y2e,y2mu,y2tau,y3e,y3mu,y3tau,CLdb,CLdbs
638,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.529,2.356,4.929,0.579,2.542,5.302,0.0,0.792127645991,0.59144041988,0.0558613706471,-0.126477217294,-0.0601252273502,-0.0209698336241,-0.299093094647,0.569134106134,0.0695513004532,0.588394378781,0.48491713485,-0.0173732539953,0.531352565924,-0.562780027692,-0.0400669848189,0.487477639319,0.401747991971,0.31569118765,0.651346594069,0.689990353871,0.588735241526,0.433124561648,0.68249097392,0.54447380123,0.819593896175,0.178365145495,2.29800333844e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.045,0.096,0.138,0.0,0.0,0.0,0.045,0.096,0.138,0.047,0.099,0.144,0.0,0.0,0.0,0.047,0.099,0.144,5034.0,0.01,0.001,0.0,2.16468201814e-11,2.32336811223e-11,5.37205728584e-11,1.05053757189e-30,0.0,0.81946,0.0,4.94823517222e-30,0.0,3.38898986353,0.0,5.40796694366,0.0,4.14587159274,3.163e-23,0.0,0.00574484013078,3.258e-26,0.0,3.258e-26,9.86836076568e-07,2.03607937922e-06,2.15687798811e-06,1.67910489773e-06,1.23529478362e-06,1.94650134073e-06,1.52661289787e-06,2.29800333844e-06,5.00105847202e-07,0.948148730855,0.0177632156114
639,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.603,2.371,5.034,0.649,2.616,5.504,0.0,0.827829695895,0.452860949065,0.291387513537,-0.155782073157,0.0209813737174,-0.0891717204623,-0.339140576891,0.471624070005,0.372437333461,0.349934849493,0.627247035643,-0.0841476526529,0.429708320285,-0.524195348186,-0.272196039545,0.330218997835,0.59190700156,0.316348817388,0.655159156165,0.686068441068,0.461662049266,0.577491138544,0.673329144751,0.41489480537,0.71868032605,0.55799721274,1.97306533656e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.048,0.096,0.14,0.0,0.0,0.0,0.048,0.096,0.14,0.05,0.101,0.146,0.0,0.0,0.0,0.05,0.101,0.146,116607.0,0.01,0.001,0.0,7.89079521872e-12,1.19097952343e-11,4.96953852946e-11,6.87781826478e-31,0.0,0.83742,0.0,3.20797543006e-30,0.0,3.4932427487,0.0,5.40991205719,0.0,3.22074644314,2.046e-23,0.0,0.00574484013078,2.106e-26,0.0,2.106e-26,8.86858110709e-07,1.83668526485e-06,1.92333692437e-06,7.98442188945e-07,9.98768015453e-07,1.16451936448e-06,1.13905241193e-06,1.97306533656e-06,1.53192583468e-06,0.952499910243,0.0160769068629
640,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.564,2.426,5.081,0.618,2.624,5.555,0.0,0.782084738368,0.117762008579,0.592497646185,-0.0320921847245,-0.149640242892,-0.00868080178986,-0.319877126093,0.110229142634,0.588992811029,0.0839138050513,0.729039605149,-0.00782900284465,0.53468255686,-0.108341458259,-0.514079548021,0.0756798086576,0.657502991168,0.316004765321,0.658950894289,0.682586776323,0.215681758528,0.249018692992,0.944177456614,0.265867983314,0.921455934012,0.283254615359,2.13600567026e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.047,0.097,0.141,0.0,0.0,0.0,0.047,0.097,0.141,0.049,0.101,0.147,0.0,0.0,0.0,0.049,0.101,0.147,96867.0,0.01,0.001,0.0,9.71352572246e-13,8.50593718341e-12,4.90236573237e-11,6.5203317768e-31,0.0,0.84541,0.0,3.27830061624e-30,0.0,3.65251216961,0.0,4.0539381668,0.0,5.66067423319,1.929e-23,0.0,0.00574484013078,1.925e-26,0.0,1.925e-26,8.73077220638e-07,1.82058968237e-06,1.88589233745e-06,3.24679942378e-07,3.74864223305e-07,1.42133244972e-06,6.16302417658e-07,2.13600567026e-06,6.56605966927e-07,0.954113113534,0.0156525500507
641,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.54,2.402,5.193,0.61,2.647,5.602,0.0,0.804618969981,0.0985844325599,0.567226902188,0.0909804912913,0.113338494972,-0.0589045902156,-0.490386916565,0.0577416120036,0.578372472854,0.646444698426,0.0176454548923,-0.068204268814,0.322470792749,-0.146194749279,-0.556159181585,0.748503432812,0.0204312659576,0.317898452385,0.662819299403,0.677946273911,0.0435320778324,0.622772454617,0.781191031675,0.192011258169,0.596871228344,0.779022729779,1.88597389773e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.046,0.097,0.142,0.0,0.0,0.0,0.046,0.097,0.142,0.049,0.101,0.148,0.0,0.0,0.0,0.049,0.101,0.148,122078.0,0.01,0.001,0.0,1.93744178437e-13,8.45816014417e-12,4.93275808783e-11,7.02771021549e-31,0.0,0.86471,0.0,3.25874730174e-30,0.0,1.58495265206,0.0,0.865332149656,0.0,2.61348176066,1.983e-23,0.0,0.00574484013078,1.86e-26,0.0,1.86e-26,8.84359434364e-07,1.84389227537e-06,1.88597389773e-06,5.65088693709e-08,8.08419194261e-07,1.0140619093e-06,4.61039453791e-07,1.43315130437e-06,1.87051643353e-06,0.956741677934,0.0146879038277
642,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.568,2.441,5.096,0.634,2.62,5.485,0.0,0.807498839239,0.491744659865,0.29341699607,0.129690245439,0.0567425834576,0.0092367772279,-0.510358054619,0.483776140883,0.281034680522,0.562104535652,0.332367240998,0.0105236868482,0.295439020231,-0.510720539909,-0.313429960093,0.64041948433,0.378674149714,0.316141577606,0.668377298815,0.673295098257,0.491242382211,0.595754301663,0.635419337108,0.571408820457,0.531975074816,0.624895575019,2.06117582872e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.047,0.097,0.141,0.0,0.0,0.0,0.047,0.097,0.141,0.05,0.101,0.146,0.0,0.0,0.0,0.05,0.101,0.146,68149.0,0.01,0.001,0.0,1.74705728641e-11,1.9492166414e-11,5.28155098675e-11,9.54606003352e-31,0.0,0.84807,0.0,4.40045476855e-30,0.0,0.213870465727,0.0,5.3909257511,0.0,3.12468611829,2.909e-23,0.0,0.00574484013078,2.794e-26,0.0,2.794e-26,9.678124494e-07,2.04612084114e-06,2.06117582872e-06,1.09488773624e-06,1.32782533088e-06,1.41623130406e-06,1.75363202986e-06,1.63261135791e-06,1.91778085399e-06,0.954703754531,0.0154664505906
643,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.529,2.449,5.287,0.583,2.663,5.668,0.0,0.798023302377,0.580570650433,0.014118072612,0.00243484086338,-0.160907676307,0.0872313992225,-0.414099714989,0.604580858746,-0.0487973787461,0.659718868134,0.133356383907,0.0935564791093,0.41871004659,-0.53689136299,-0.0811595052537,0.707554562402,0.143025950017,0.316205740212,0.673818161729,0.667819597482,0.511253057638,0.83973390338,0.182940653137,0.399561269232,0.376291404454,0.835916007183,2.56840760689e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.045,0.098,0.143,0.0,0.0,0.0,0.045,0.098,0.143,0.048,0.102,0.148,0.0,0.0,0.0,0.048,0.102,0.148,128420.0,0.01,0.001,0.0,1.11761686768e-11,1.40198458859e-11,5.26283489196e-11,2.85293093251e-31,0.0,0.88068,0.0,1.88978925149e-30,0.0,3.32458673764,0.0,5.68669323066,0.0,5.67753718186,1.136e-23,0.0,0.00574484013078,1.126e-26,0.0,1.126e-26,7.65145850084e-07,1.63048643523e-06,1.61597127641e-06,1.21287058216e-06,1.99214172519e-06,4.33999040507e-07,1.22767861184e-06,1.15618040246e-06,2.56840760689e-06,0.959665576136,0.0137277675312
666,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.564,2.363,4.785,0.634,2.55,5.166,0.0,0.836128966745,0.0747901234677,0.521311452777,-0.105022190461,-0.111801149885,0.0596497961345,-0.277252578825,0.123813574413,0.598454841981,0.730141714685,0.113964848671,0.0529540141905,0.466537386183,-0.0507648201716,-0.588715330672,0.648182177074,0.101172118009,0.324586511037,0.644281871925,0.692491491906,0.068162594341,0.804269896633,0.590342099213,0.197763460144,0.784514913124,0.587729499786,1.88594240498e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.047,0.096,0.136,0.0,0.0,0.0,0.047,0.096,0.136,0.05,0.1,0.142,0.0,0.0,0.0,0.05,0.1,0.142,59864.0,0.01,0.001,0.0,3.94010727747e-13,8.9584346593e-12,4.926017457e-11,6.12245395257e-31,0.0,0.79486,0.0,2.93783385642e-30,0.0,1.47262045654,0.0,5.4546533215,0.0,3.83359414232,1.823e-23,0.0,0.00574484013078,1.719e-26,0.0,1.719e-26,8.83984095695e-07,1.75464755484e-06,1.88594240498e-06,1.19573460817e-07,1.41088137711e-06,1.03560095609e-06,4.30008141595e-07,1.70581461106e-06,1.27793309128e-06,0.943899023701,0.019265577405
667,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.431,2.5,4.875,0.521,2.741,5.283,0.0,0.809952604546,0.0959640655001,0.557637874345,0.15381625947,-0.0121752182614,0.0310665057269,-0.479610655523,0.106538332902,0.491115269025,0.693483297128,0.188533243986,0.0293104933756,0.33485245213,-0.0906267448713,-0.647358531646,0.654284642285,0.177876535182,0.32379983594,0.646874627398,0.69043963,0.365093454157,0.643180905261,0.673071387625,0.66110529165,0.613220247422,0.432320160881,2.29187362801e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.041,0.099,0.138,0.0,0.0,0.0,0.041,0.099,0.138,0.045,0.103,0.143,0.0,0.0,0.0,0.045,0.103,0.143,63181.0,0.01,0.001,0.0,1.740032777e-11,1.95481967288e-11,5.38670825662e-11,1.33066583733e-30,0.0,0.81015,0.0,6.02469612734e-30,0.0,4.0154334485,0.0,1.07055105668,0.0,3.30032978545,4.022e-23,0.0,0.00574484013078,4.104e-26,0.0,4.104e-26,1.07483445692e-06,2.14726217144e-06,2.29187362801e-06,7.88451475373e-07,1.38900582278e-06,1.4535569525e-06,1.87408805617e-06,1.73834449067e-06,1.22553254403e-06,0.947204187561,0.0186553892944
668,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.482,2.375,4.98,0.544,2.62,5.333,0.0,0.797321021546,0.154260303504,0.565798202665,-0.0314887259169,-0.139153876568,0.0747662470735,-0.395931124498,0.210535280757,0.563139801656,0.682785059108,0.100007876487,0.0768757571045,0.442739042238,-0.0874470668267,-0.535702923713,0.702049660283,0.102829572465,0.32325149254,0.651962758787,0.68589578926,0.913881971725,0.368857261093,0.169599713133,0.242917692094,0.663280768362,0.707848583518,6.98841153388e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.043,0.096,0.139,0.0,0.0,0.0,0.043,0.096,0.139,0.046,0.101,0.144,0.0,0.0,0.0,0.046,0.101,0.144,98224.0,0.01,0.001,0.0,2.28118327419e-10,2.28287883814e-10,2.33650034131e-10,2.63102362807e-29,0.0,0.82811,0.0,1.51037919363e-28,0.0,5.65480069668,0.0,3.15642475325,0.0,6.17798459839,9.996e-22,0.0,0.00574484013078,1.027e-24,0.0,1.027e-24,2.39585390199e-06,4.83217419143e-06,5.08367676865e-06,6.98841153388e-06,2.82063375527e-06,1.29692085857e-06,2.03148947655e-06,5.54693192295e-06,5.91964684009e-06,0.949409851243,0.0174003387766
669,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.509,2.515,5.019,0.556,2.721,5.411,0.0,0.807430587268,0.400678248751,0.403006052591,0.158183965908,0.00876026413739,0.0210414199913,-0.525664946419,0.418847003403,0.400275554343,0.591763763489,0.193380297106,0.0259019161705,0.265741528999,-0.398825183616,-0.426999067683,0.728459172477,0.238050485506,0.324365885625,0.653850675157,0.683568626284,0.35761570038,0.607811500829,0.708996608103,0.752492441191,0.439330345877,0.490656675428,2.33373724086e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.044,0.099,0.14,0.0,0.0,0.0,0.044,0.099,0.14,0.046,0.103,0.145,0.0,0.0,0.0,0.046,0.103,0.145,140223.0,0.01,0.001,0.0,2.16371998037e-11,2.33702649902e-11,5.31106994902e-11,1.55943836932e-30,0.0,0.83476,0.0,6.58592449159e-30,0.0,0.603789896027,0.0,1.17042575171,0.0,6.04329783276,4.5e-23,0.0,0.00574484013078,4.64e-26,0.0,4.64e-26,1.10740124377e-06,2.23227867971e-06,2.33373724086e-06,8.7527104253e-07,1.48762989272e-06,1.73528231469e-06,2.11229374594e-06,1.23322799167e-06,1.37730423613e-06,0.95279388623,0.0164097210366
670,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.552,2.612,5.05,0.622,2.76,5.411,0.0,0.78843185688,0.200007734705,0.564004551399,-0.0148411888777,0.141600558717,-0.026720119922,-0.493704030676,0.144249501466,0.467449933412,0.161097522003,0.700194683477,-0.0253189466587,0.365070573016,-0.230078790528,-0.591305473752,0.152649747769,0.663477255845,0.323806631864,0.659774809892,0.678119801653,0.112727956163,0.284504088678,0.952024070822,0.358503355552,0.829389499777,0.428472171462,2.52767724086e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.046,0.101,0.14,0.0,0.0,0.0,0.046,0.101,0.14,0.049,0.104,0.145,0.0,0.0,0.0,0.049,0.104,0.145,19156.0,0.01,0.001,0.0,1.89410694129e-12,9.00999061241e-12,4.84451323733e-11,7.17208543385e-32,0.0,0.84009,0.0,5.24093305131e-31,0.0,3.52546009038,0.0,0.443367547581,0.0,3.73504492187,2.439e-24,0.0,0.00574484013078,2.444e-27,0.0,2.444e-27,5.33494036415e-07,1.08702506934e-06,1.11724972424e-06,2.35596148692e-07,5.94600220399e-07,1.98968571934e-06,1.092587708e-06,2.52767724086e-06,1.30582718546e-06,0.955375389844,0.0156121292879
671,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.459,2.468,5.298,0.505,2.686,5.683,0.0,0.789815110935,0.551109582197,0.21523808145,0.117160315944,-0.111428666022,0.0863374453589,-0.448217193158,0.506695677408,0.128459217684,0.664891162743,0.276269171064,0.0809256211638,0.401609670781,-0.546861379296,-0.278659556496,0.62321429743,0.258952001461,0.323374470756,0.663516346213,0.674666591711,0.539961695766,0.560051374736,0.628318251177,0.776255311227,0.496905060388,0.387960117477,8.747318761e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.042,0.098,0.144,0.0,0.0,0.0,0.042,0.098,0.144,0.044,0.102,0.149,0.0,0.0,0.0,0.044,0.102,0.149,25859.0,0.01,0.001,0.0,4.2345539859e-10,4.23540338483e-10,4.26345020037e-10,1.24112650282e-28,0.0,0.88268,0.0,4.6902494786e-28,0.0,0.15417289442,0.0,4.21403074451,0.0,6.18029107848,3.477e-21,0.0,0.00574484013078,3.344e-24,0.0,3.344e-24,3.27365451093e-06,6.71705244628e-06,6.82993102753e-06,5.62414932271e-06,5.83340000707e-06,6.54445619848e-06,8.747318761e-06,5.59942958753e-06,4.37177145849e-06,0.959471168242,0.0139343811499
698,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.587,2.402,4.688,0.622,2.593,5.03,0.0,0.805519414393,0.480503070748,0.308240592118,-0.10237959188,-0.121496619605,-0.0565193697327,-0.337510346713,0.507649042311,0.373243269357,0.0240894954356,0.696630414665,-0.0566940825281,0.480433742309,-0.463464174153,-0.249574452558,0.0241639609349,0.698783840079,0.331784136604,0.63428184748,0.698287780686,0.625604765679,0.0828202746584,0.775731576813,0.315960168395,0.857345171874,0.406359973734,2.1903071055e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.048,0.097,0.135,0.0,0.0,0.0,0.048,0.097,0.135,0.049,0.1,0.14,0.0,0.0,0.0,0.049,0.1,0.14,83269.0,0.01,0.001,0.0,7.89891885478e-12,1.19249261518e-11,4.86939062735e-11,1.08488254779e-30,0.0,0.77824,0.0,5.04655328355e-30,0.0,1.06660514985,0.0,2.04382346808,0.0,3.69355418735,3.208e-23,0.0,0.00574484013078,3.169e-26,0.0,3.169e-26,1.0407015159e-06,1.98954081089e-06,2.1903071055e-06,1.01255919623e-06,1.34046981961e-07,1.25554373144e-06,7.21653794358e-07,1.95817846123e-06,9.28127169983e-07,0.941310280643,0.0203256560882
700,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.606,2.348,4.851,0.657,2.597,5.267,0.0,0.810265326462,0.381548950615,0.416752785202,0.123882158041,-0.0941319603725,0.0908071714353,-0.388696434037,0.438167212678,0.384819219505,0.360712435291,0.608670141245,0.0884740429125,0.419894729959,-0.346414328524,-0.469742790619,0.351444571773,0.593031446139,0.331593510503,0.645374518961,0.688140591789,0.483726501755,0.336571363732,0.807916077706,0.168010238706,0.754818126996,0.634052170447,2.58214696917e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.049,0.096,0.137,0.0,0.0,0.0,0.049,0.096,0.137,0.051,0.1,0.143,0.0,0.0,0.0,0.051,0.1,0.143,71093.0,0.01,0.001,0.0,5.34926276361e-13,8.6212217428e-12,4.89828174153e-11,6.52223223143e-32,0.0,0.80616,0.0,3.67000111156e-31,0.0,3.36187613071,0.0,0.456408533878,0.0,3.30197729055,2.02e-24,0.0,0.00574484013078,1.984e-27,0.0,1.984e-27,5.21062100388e-07,1.01413384682e-06,1.08133594525e-06,7.26113374198e-07,5.0522137549e-07,1.21274866505e-06,5.74743919296e-07,2.58214696917e-06,2.16902036618e-06,0.946395904117,0.018258030604
701,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.665,2.686,4.929,0.723,2.888,5.353,0.0,0.834659204445,0.421706962251,0.318792343433,-0.151410364513,0.0308803126858,-0.0861501481397,-0.403982810562,0.472280173126,0.425424760664,0.115062714939,0.64195157408,-0.0980339223218,0.350869496047,-0.483481777087,-0.287654761942,0.130934763341,0.730504034022,0.332180851325,0.651607075204,0.681956084771,0.324289709032,0.312660032519,0.892793306808,0.247933474404,0.799767028242,0.546719025467,2.12181749008e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.051,0.102,0.138,0.0,0.0,0.0,0.051,0.102,0.138,0.053,0.106,0.144,0.0,0.0,0.0,0.053,0.106,0.144,149676.0,0.01,0.001,0.0,2.36535397402e-12,9.14134706337e-12,4.82716584661e-11,2.34833774705e-31,0.0,0.81946,0.0,1.20681278022e-30,0.0,3.43593709205,0.0,3.7676192911,0.0,5.57178164108,6.571e-24,0.0,0.00574484013078,6.743e-27,0.0,6.743e-27,7.01042900793e-07,1.37516811206e-06,1.43921743223e-06,6.91856166699e-07,6.67044823051e-07,1.90473067045e-06,6.57778532733e-07,2.12181749008e-06,1.45046988614e-06,0.954242477106,0.0160121814135
702,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.603,2.496,4.801,0.645,2.737,5.201,0.0,0.836920512478,0.365263433743,0.377684562005,0.141555748744,-0.0588474416156,0.0998589056709,-0.349459477525,0.407139808221,0.330806150852,0.405089329659,0.654685706765,0.0803546878031,0.401264815886,-0.428108771591,-0.515232318862,0.3259681888,0.526813960385,0.330943316902,0.656821802262,0.677540877786,0.773845539965,0.26373212064,0.575854537899,0.452434065275,0.779226145351,0.433716532981,2.71541288241e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.048,0.098,0.137,0.0,0.0,0.0,0.048,0.098,0.137,0.05,0.103,0.142,0.0,0.0,0.0,0.05,0.103,0.142,90633.0,0.01,0.001,0.0,3.75068155662e-11,3.84673989596e-11,6.23669567072e-11,2.26394344138e-30,0.0,0.79752,0.0,9.88781655305e-30,0.0,0.883618320414,0.0,1.99523787715,0.0,0.766001181398,6.511e-23,0.0,0.00574484013078,6.335e-26,0.0,6.335e-26,1.23930450342e-06,2.45964240979e-06,2.53723045068e-06,2.46255097208e-06,8.39255066432e-07,1.83249896633e-06,1.57662226379e-06,2.71541288241e-06,1.5113962333e-06,0.946700290165,0.0185257989613
703,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.505,2.842,5.124,0.571,3.083,5.497,0.0,0.816324854262,0.171834954948,0.533775552626,0.080338339423,0.112764760496,-0.0530376261722,-0.480702530246,0.145233680219,0.570035203178,0.63963956274,0.104596188606,-0.0612778397018,0.309791617544,-0.218157855318,-0.540306027274,0.739017437643,0.120846820294,0.332063917782,0.660893306937,0.673018269703,0.634710596182,0.551157011857,0.541634939212,0.669572035699,0.521614173582,0.52876454394,4.01292233974e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.044,0.105,0.141,0.0,0.0,0.0,0.044,0.105,0.141,0.047,0.109,0.146,0.0,0.0,0.0,0.047,0.109,0.146,126995.0,0.01,0.001,0.0,1.13174114544e-10,1.13489212435e-10,1.23994498787e-10,8.45620923507e-30,0.0,0.85273,0.0,3.34664171496e-29,0.0,1.82799437447,0.0,3.02818811376,0.0,5.63383900234,2.476e-22,0.0,0.00574484013078,2.387e-25,0.0,2.387e-25,1.7366030019e-06,3.45629030828e-06,3.51970053026e-06,3.4759445933e-06,3.01836970573e-06,2.9662227948e-06,4.01292233974e-06,3.12617173103e-06,3.16902579216e-06,0.959980215231,0.014336470559
704,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.536,2.577,5.151,0.61,2.768,5.504,0.0,0.824709589457,0.085402428538,0.538398427898,-0.10013478265,0.112519671158,-0.0683896782522,-0.34188243039,0.0549057662735,0.634688443613,0.686401445191,0.0380558551549,-0.0706756717471,0.439657023348,-0.131202203817,-0.528938064544,0.709345100998,0.0393279102303,0.331658933558,0.664410695198,0.669746802827,0.073667563657,0.730635150733,0.67878226743,0.803747330174,0.366263920385,0.468872018638,2.28194991131e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.046,0.1,0.142,0.0,0.0,0.0,0.046,0.1,0.142,0.049,0.104,0.146,0.0,0.0,0.0,0.049,0.104,0.146,14436.0,0.01,0.001,0.0,1.91650148336e-11,2.11022758517e-11,5.18413513136e-11,1.63301876429e-30,0.0,0.85739,0.0,6.45827706103e-30,0.0,3.61887469536,0.0,1.91241798016,0.0,0.104003227839,4.461e-23,0.0,0.00574484013078,4.207e-26,0.0,4.207e-26,1.13002267547e-06,2.26376881618e-06,2.28194991131e-06,1.69084404788e-07,1.67697971056e-06,1.55796513379e-06,2.12389872513e-06,9.67850771457e-07,1.23899221216e-06,0.957573369747,0.0147174940206
728,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.641,2.663,4.568,0.711,2.888,4.914,0.0,0.823058693023,0.536329505315,0.100111365968,-0.154455038379,-0.0323481852768,-0.0842707191076,-0.343279355341,0.588843495661,0.166740233084,0.180228846018,0.684131804149,-0.0820579260834,0.436919460202,-0.570243328015,-0.0511072918013,0.175496370284,0.666167769905,0.339531464621,0.637300244195,0.691785214703,0.479749295949,0.498776872087,0.721846413655,0.686650158116,0.716264826821,0.12440361015,2.31329629214e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.05,0.102,0.133,0.0,0.0,0.0,0.05,0.102,0.133,0.053,0.106,0.138,0.0,0.0,0.0,0.053,0.106,0.138,74631.0,0.01,0.001,0.0,2.68831611158e-11,2.82150115696e-11,5.62916437557e-11,1.26712231033e-30,0.0,0.75764,0.0,4.73633380862e-30,0.0,0.889877412371,0.0,0.773052324843,0.0,5.14222561519,3.329e-23,0.0,0.00574484013078,3.144e-26,0.0,3.144e-26,1.07497661418e-06,2.01773010783e-06,2.19023273343e-06,1.53744930567e-06,1.59842684951e-06,2.31329629214e-06,2.04618630443e-06,2.13443667298e-06,3.70717111622e-07,0.942282254759,0.0205791405512
