Unnamed: 0,Unnamed: 0.1,B_110_elel,B_110_elmu,B_110_mumu,B_90_elel,B_90_elmu,B_90_mumu,MA0,MH0,MHC,Mh,Mtr01,Mtr02,Mtr03,O_110_elel,O_110_elmu,O_110_mumu,O_90_elel,O_90_elmu,O_90_mumu,SR,S_110_elel,S_110_elmu,S_110_mumu,S_90_elel,S_90_elmu,S_90_mumu,U_e1_i,U_e1_r,U_e2_i,U_e2_r,U_e3_i,U_e3_r,U_mu1_i,U_mu1_r,U_mu2_i,U_mu2_r,U_mu3_i,U_mu3_r,U_tau1_i,U_tau1_r,U_tau2_i,U_tau2_r,U_tau3_i,U_tau3_r,Unnamed: 0.1,Unnamed: 0.1.1,Y1e,Y1mu,Y1tau,Y2e,Y2mu,Y2tau,Y3e,Y3mu,Y3tau,Yukawa_max,dB_110_elel,dB_110_elmu,dB_110_mumu,dB_90_elel,dB_90_elmu,dB_90_mumu,dS_110_stat_elel,dS_110_stat_elmu,dS_110_stat_mumu,dS_110_sys_elel,dS_110_sys_elmu,dS_110_sys_mumu,dS_110_tot_elel,dS_110_tot_elmu,dS_110_tot_mumu,dS_90_stat_elel,dS_90_stat_elmu,dS_90_stat_mumu,dS_90_sys_elel,dS_90_sys_elmu,dS_90_sys_mumu,dS_90_tot_elel,dS_90_tot_elmu,dS_90_tot_mumu,index,la2,laL,level_0,m_nu_1,m_nu_2,m_nu_3,mu_to_e_gamma,r_exp,r_max,r_obs,tau_to_mu_gamma,theta_1_i,theta_1_r,theta_2_i,theta_2_r,theta_3_i,theta_3_r,xsection1,xsection2,xsection_process,xsectionerror1,xsectionerror2,xsectionerror_process,y1e,y1mu,y1tau,y2e,y2mu,y2tau,y3e,y3mu,y3tau,CLdb600,CL600,CLdb,CLdbs
333,118724.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,600.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.067,0.814,5.152,0.075,0.856,5.38,0.0,0.833014304793,0.487589592662,0.216414647871,0.0723892786443,-0.127546264792,0.0971203341274,-0.30880253665,0.499135395347,0.153492673566,0.611374942783,0.498731560729,0.0734426732277,0.442608151548,-0.587561685261,-0.312243833568,0.462323472689,0.377142226415,118724.0,118724.0,0.244961655354,0.888103054035,0.388930267297,0.230184747919,0.716660484503,0.658340893289,0.395298635212,0.306581738679,0.865879106174,2.53478680187e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.01,0.034,0.085,0.0,0.0,0.0,0.01,0.034,0.085,0.01,0.034,0.086,0.0,0.0,0.0,0.01,0.034,0.086,118724.0,0.01,0.001,0.0,2.18707140846e-12,9.19530691732e-12,5.0782857523e-11,8.03494766365e-31,0.0,0.87728,0.0,2.33840882362e-30,0.0,5.47132653097,0.0,5.37388545632,0.0,0.81461109172,1.16e-23,0.0,0.00205346093257,9.552e-27,0.0,9.552e-27,6.99159369099e-07,2.53478680187e-06,1.11006859386e-06,4.0210422246e-07,1.25191703401e-06,1.15003993706e-06,8.76345375623e-07,6.79667130137e-07,1.91958454432e-06,0.944462614212,0.964825962259,0.942652335381,0.0158073904299
334,74693.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,600.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.051,0.802,5.219,0.053,0.846,5.44,0.0,0.835375425131,0.470281795398,0.235804968193,-0.037213105968,-0.154900399367,0.0798318656058,-0.385473277212,0.626559083223,0.257923189602,0.617540455541,0.0676783204236,0.0985960704144,0.370761297569,-0.428222248462,-0.284176176536,0.762691210787,0.0835858763337,74693.0,74693.0,0.244659190591,0.891239629737,0.381881922649,0.143025026823,0.654164170074,0.742706590986,0.528580030646,0.412264180208,0.742052152426,2.57974866142e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.008,0.033,0.085,0.0,0.0,0.0,0.008,0.033,0.085,0.009,0.034,0.087,0.0,0.0,0.0,0.009,0.034,0.087,74693.0,0.01,0.001,0.0,3.43462479464e-18,8.7521620045e-12,4.93650440196e-11,5.6882661334e-33,0.0,0.88883,0.0,1.22151984974e-31,0.0,2.88079787277,0.0,3.29138707627,0.0,4.54811111257,2.82e-26,0.0,0.00205346093257,2.244e-29,0.0,2.244e-29,1.55055755586e-07,5.64834020185e-07,2.42022341028e-07,4.9678921121e-07,2.2722016508e-06,2.57974866142e-06,8.84298542664e-07,6.89705612423e-07,1.24143100179e-06,0.946575923682,0.966293428771,0.944948104836,0.0151309500681
335,147895.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,600.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.05,0.8,5.313,0.051,0.85,5.537,0.0,0.789990309426,0.177696441253,0.568373727796,-0.137924516863,-0.0476174230582,-0.0292495195016,-0.345870402945,0.163974866737,0.598374640256,0.540886155986,0.449466716471,-0.0289389536309,0.504575046897,-0.17296195237,-0.480124438377,0.535143128995,0.444694363812,147895.0,147895.0,0.244485228997,0.892261331484,0.379600696971,0.182850649628,0.441970855188,0.878195538075,0.949590692895,0.172412909923,0.261823040353,5.36135270564e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.008,0.033,0.086,0.0,0.0,0.0,0.008,0.033,0.086,0.008,0.034,0.088,0.0,0.0,0.0,0.008,0.034,0.088,147895.0,0.01,0.001,0.0,1.05949835733e-10,1.06289920236e-10,1.17381455996e-10,7.62105908249e-30,0.0,0.90519,0.0,1.57993541997e-29,0.0,5.05135602045,0.0,2.71520590061,0.0,1.79304309179,1.185e-22,0.0,0.00205346093257,9.063e-26,0.0,9.063e-26,1.24755779821e-06,4.55302590956e-06,1.93702421882e-06,9.92399960854e-07,2.39874378505e-06,4.76630090941e-06,5.36135270564e-06,9.73436690165e-07,1.47824286432e-06,0.949750560993,0.968435485685,0.948110010513,0.0142450234196
336,117685.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,600.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.054,0.784,5.426,0.058,0.818,5.65,0.0,0.829507498354,0.349656832187,0.409133546047,0.136930712623,0.0593054071595,0.0345341647757,-0.46810728747,0.370636778972,0.399194791847,0.478115049701,0.504342001391,0.0349543214814,0.300630112372,-0.400336723582,-0.50334108236,0.48393199201,0.51047803147,117685.0,117685.0,0.244731311369,0.899355565455,0.362306710014,0.285242162031,0.32177194284,0.902828735587,0.926553927127,0.294379643011,0.234176100203,1.12506221455e-05,2.2,2.0,2.4,2.3,3.2,3.3,0.009,0.033,0.087,0.0,0.0,0.0,0.009,0.033,0.087,0.009,0.034,0.089,0.0,0.0,0.0,0.009,0.034,0.089,117685.0,0.01,0.001,0.0,4.92405609499e-10,4.9247824922e-10,4.94982142993e-10,1.75857266865e-28,0.0,0.92467,0.0,3.26648203016e-28,0.0,2.35092819725,0.0,1.11234077051,0.0,4.6363051877,2.478e-21,0.0,0.00205346093257,2.047e-24,0.0,2.047e-24,2.67023049668e-06,9.81274788584e-06,3.95307989329e-06,3.20521478999e-06,3.61569335631e-06,1.01449238623e-05,1.12506221455e-05,3.57448609723e-06,2.8434684067e-06,0.953650748723,0.970925670067,0.951690911239,0.0132121078754
337,133215.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,600.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.06,0.816,5.436,0.061,0.864,5.675,0.0,0.839140472365,0.0950465215059,0.51622618017,0.136049891638,-0.0425486108072,0.0869926005227,-0.370167690179,0.159797919455,0.567392953996,0.229612657987,0.674697010951,0.083835744802,0.379767039295,-0.0592005385319,-0.611147974379,0.221280293757,0.650213076617,133215.0,133215.0,0.24544576259,0.902115863881,0.354884975395,0.160630923642,0.627133072848,0.762169151377,0.446712179341,0.024857876625,0.894332329058,2.22599782655e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.009,0.034,0.087,0.0,0.0,0.0,0.009,0.034,0.087,0.009,0.035,0.089,0.0,0.0,0.0,0.009,0.035,0.089,133215.0,0.01,0.001,0.0,5.43956667331e-15,8.80611695858e-12,5.13525393475e-11,2.97074269383e-31,0.0,0.92636,0.0,9.66069689896e-31,0.0,2.22365443652,0.0,0.589524625452,0.0,4.99466504396,3.938e-24,0.0,0.00205346093257,3.256e-27,0.0,3.256e-27,5.34711339774e-07,1.96528787915e-06,7.7312811864e-07,4.69140067211e-07,1.83161028571e-06,2.22599782655e-06,6.53588085059e-07,3.63697537998e-08,1.30850462868e-06,0.953893079989,0.971217999227,0.952217889973,0.0131109593067
338,120221.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,600.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.061,0.792,5.498,0.067,0.838,5.708,0.0,0.813970755828,0.538292982388,0.158545254272,-0.128306692855,0.0780581109504,-0.068927998771,-0.346687822243,0.579850494605,0.220322956223,0.655436385837,0.246355084952,-0.0687075544867,0.455836994448,-0.537116006807,-0.108819398814,0.653340180992,0.245567196556,120221.0,120221.0,0.245156801251,0.906525280921,0.343671438807,0.379870941389,0.289588721383,0.878542224561,0.12749958178,0.715041863761,0.687356523003,1.89686173209e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.009,0.033,0.087,0.0,0.0,0.0,0.009,0.033,0.087,0.01,0.034,0.089,0.0,0.0,0.0,0.01,0.034,0.089,120221.0,0.01,0.001,0.0,1.70688788512e-13,8.62376466572e-12,4.93532756806e-11,2.04818441444e-31,0.0,0.93719,0.0,5.74644041031e-31,0.0,4.10009770375,0.0,5.74950812214,0.0,3.78505853079,2.961e-24,0.0,0.00205346093257,2.419e-27,0.0,2.419e-27,4.97333914659e-07,1.83900982717e-06,6.97184255735e-07,8.05400918423e-07,6.13984900541e-07,1.86268186755e-06,3.38230654446e-07,1.89686173209e-06,1.8234181114e-06,0.955850730214,0.972427050054,0.953980344413,0.0125741068819
339,54635.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,600.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.06,0.788,5.577,0.063,0.823,5.808,0.0,0.792963782848,0.581885681051,0.100464099462,-0.0721958846463,-0.131575880155,0.070278663944,-0.376488937282,0.604702693019,0.0512949636756,0.693493624929,0.0639301293463,0.0708152463978,0.468519614815,-0.512685872976,-0.142030610486,0.698788496659,0.0644182402999,54635.0,54635.0,0.244487744115,0.908433511758,0.339078601053,0.361938436884,0.368199505131,0.856405098261,0.207857542642,0.595108366859,0.776299731844,2.02686606974e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.009,0.033,0.088,0.0,0.0,0.0,0.009,0.033,0.088,0.009,0.034,0.09,0.0,0.0,0.0,0.009,0.034,0.09,54635.0,0.01,0.001,0.0,1.46263688265e-14,8.59840214244e-12,4.9316741466e-11,2.97751028583e-31,0.0,0.95091,0.0,7.84573191927e-31,0.0,1.8774542646,0.0,0.590399865093,0.0,3.77197562856,4.333e-24,0.0,0.00205346093257,3.606e-27,0.0,3.606e-27,5.45492770355e-07,2.02686606974e-06,7.56540685205e-07,6.97443054547e-07,7.09507920055e-07,1.65026348902e-06,5.42553853857e-07,1.55336358642e-06,2.02631285787e-06,0.958289684941,0.974018670738,0.956432730412,0.0118653545357
340,123475.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,600.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.057,0.771,5.668,0.063,0.807,5.905,0.0,0.827294513492,0.531012396405,0.118952257489,-0.00271986037152,0.139472526355,-0.0925160081572,-0.341036889255,0.47023042541,0.167699239406,0.784155868901,0.104854727084,-0.069640700767,0.431124795325,-0.666454112983,-0.102349512515,0.590267190604,0.0789285748303,123475.0,123475.0,0.244824335717,0.910447432316,0.333386438883,0.218132368797,0.554166027071,0.803317050811,0.535791410263,0.353619199724,0.766733999687,2.45221695183e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.009,0.033,0.089,0.0,0.0,0.0,0.009,0.033,0.089,0.009,0.033,0.091,0.0,0.0,0.0,0.009,0.033,0.091,123475.0,0.01,0.001,0.0,1.63555116798e-15,8.9620316225e-12,4.9868309972e-11,6.61903649044e-31,0.0,0.96655,0.0,1.64904749345e-30,0.0,5.14643780936,0.0,2.32062277636,0.0,4.76168154984,9.202e-24,0.0,0.00205346093257,7.341e-27,0.0,7.341e-27,6.59414662457e-07,2.45221695183e-06,8.97949566246e-07,5.71568798959e-07,1.45207248362e-06,2.10491897396e-06,4.03537554916e-07,2.66332428058e-07,5.77474661927e-07,0.961163240807,0.975808967117,0.959279468558,0.0109851020596
341,10993.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,600.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.04,0.72,5.519,0.043,0.756,5.764,0.0,0.80282434574,0.340322602838,0.465371026695,0.0573938946371,-0.140674604164,0.0626930559149,-0.386801228068,0.418868115785,0.496507039126,0.308081217644,0.574082411956,0.0715200542396,0.443635371036,-0.249528475866,-0.428224397856,0.351458149145,0.654911531139,10993.0,10993.0,0.245013808192,0.912716773661,0.326980618499,0.725329390723,0.408036660935,0.554439679575,0.134293315434,0.443731540817,0.886040419571,2.74364302138e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.007,0.032,0.088,0.0,0.0,0.0,0.007,0.032,0.088,0.008,0.032,0.089,0.0,0.0,0.0,0.008,0.032,0.089,10993.0,0.01,0.001,0.0,2.72497707035e-12,9.19886552835e-12,4.88161028937e-11,3.03495007732e-31,0.0,0.9408,0.0,7.01640244574e-31,0.0,1.79801349148,0.0,0.58106391018,0.0,3.50395849579,4.429e-24,0.0,0.00205346093257,3.746e-27,0.0,3.746e-27,5.49681825804e-07,2.04765529866e-06,7.33572139078e-07,1.0258168166e-06,5.77076944532e-07,7.84131395163e-07,4.158421101e-07,1.37402416237e-06,2.74364302138e-06,0.957606648854,0.973017740011,0.955312517112,0.011937182916
352,17732.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,600.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,5.12,0.814,0.076,5.338,0.877,0.086,0.0,0.80401304722,0.111927427097,0.562003915551,-0.135599703381,0.0824596283804,-0.0999766611796,-0.354652456822,0.0315437964903,0.523199259843,0.463743334565,0.611911713517,-0.0808294051366,0.459625857906,-0.179035468909,-0.604017941989,0.374928482574,0.494720059824,17732.0,17732.0,0.837385712532,0.247395805954,0.487422284721,0.413929226993,0.295491153356,0.861015431528,0.297924995658,0.928612424199,0.221177898049,4.04521949194e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.084,0.034,0.01,0.0,0.0,0.0,0.084,0.034,0.01,0.086,0.035,0.011,0.0,0.0,0.0,0.086,0.035,0.011,17732.0,0.01,0.001,0.0,5.05641060176e-11,5.13322308997e-11,7.11358991476e-11,1.71133132521e-30,0.0,0.90404,0.0,3.66550827243e-31,0.0,3.1960252828,0.0,6.17483670171,0.0,0.668187227053,2.613e-23,0.0,0.00205346093257,2.189e-26,0.0,2.189e-26,2.92866523249e-06,8.6523985867e-07,1.70470629895e-06,1.60703530629e-06,1.1472123377e-06,3.34279897987e-06,1.29782024036e-06,4.04521949194e-06,9.63494694946e-07,0.939931071025,0.962786809218,0.941749494163,0.0168095627081
372,149291.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,600.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.063,0.868,5.222,0.067,0.923,5.444,0.0,0.793688603101,0.575130822819,0.141032372143,-0.113253543086,-0.0810335914122,-0.0305089091033,-0.316572059073,0.564943325282,0.161971270844,0.406051413921,0.623360195852,-0.0268025567667,0.517871955349,-0.539853075729,-0.111791815075,0.356722557171,0.547631741891,149291.0,149291.0,0.254568765142,0.891905830851,0.37376293651,0.257989725024,0.638471533086,0.725117509939,0.312659903093,0.572939992781,0.757617020446,2.12060825877e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.009,0.035,0.085,0.0,0.0,0.0,0.009,0.035,0.085,0.01,0.036,0.087,0.0,0.0,0.0,0.01,0.036,0.087,149291.0,0.01,0.001,0.0,8.68294734377e-16,8.86211986846e-12,4.9729823629e-11,2.0100119026e-31,0.0,0.88931,0.0,7.55222224209e-31,0.0,4.62223235371,0.0,5.77109231473,0.0,1.97733100719,3.512e-24,0.0,0.00205346093257,2.694e-27,0.0,2.694e-27,5.38986096655e-07,1.88838894703e-06,7.9135013328e-07,7.54491698331e-07,1.86721184841e-06,2.12060825877e-06,4.38951599883e-07,8.04365778855e-07,1.06363879709e-06,0.947491601184,0.967000366578,0.945203580235,0.0152520921882
373,43669.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,600.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.071,0.791,5.169,0.076,0.834,5.401,0.0,0.826081705485,0.471581226077,0.269056569147,-0.0720741964248,-0.132717880802,-0.0209828416528,-0.242119658518,0.496755319528,0.299296969996,0.218263233849,0.746293794921,-0.0164722495635,0.50818842192,-0.532811041244,-0.291526294546,0.171344116207,0.585866196822,43669.0,43669.0,0.254400134735,0.894655036245,0.367250510643,0.230399566084,0.566122617873,0.791467764019,0.330031960318,0.758223292008,0.562295602531,1.92792397958e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.01,0.033,0.085,0.0,0.0,0.0,0.01,0.033,0.085,0.01,0.034,0.087,0.0,0.0,0.0,0.01,0.034,0.087,43669.0,0.01,0.001,0.0,1.25647449623e-12,8.68126243445e-12,4.90015335388e-11,1.90998402813e-31,0.0,0.88017,0.0,5.42091038549e-31,0.0,4.47183900107,0.0,5.79675878017,0.0,0.746155185113,2.985e-24,0.0,0.00205346093257,2.49e-27,0.0,2.49e-27,5.17127284652e-07,1.81859388587e-06,7.46521850524e-07,5.23859741755e-07,1.28719360649e-06,1.79956110819e-06,8.39167745214e-07,1.92792397958e-06,1.42974132707e-06,0.945005400398,0.965093365052,0.943096944708,0.0156214530603
374,79820.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,600.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.047,0.863,5.218,0.051,0.903,5.462,0.0,0.828198229753,0.307819175077,0.442441163536,-0.145350146676,0.0495398764494,-0.0910983643742,-0.380424244433,0.290712038723,0.521661838366,0.257840365762,0.651039372829,-0.0907028257845,0.390946507701,-0.386019829501,-0.451483444247,0.256720852637,0.64821263497,79820.0,79820.0,0.255100453957,0.897029890595,0.36091707326,0.349308292614,0.918800290683,0.18381986441,0.226585653474,0.530398925238,0.816906311486,2.73645146904e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.008,0.035,0.085,0.0,0.0,0.0,0.008,0.035,0.085,0.008,0.035,0.087,0.0,0.0,0.0,0.008,0.035,0.087,79820.0,0.01,0.001,0.0,1.1339668118e-16,8.53413704254e-12,4.93727905067e-11,1.66787200772e-31,0.0,0.88859,0.0,3.76090900386e-31,0.0,3.87964163972,0.0,2.6612431955,0.0,3.45522058426,1.869e-24,0.0,0.00205346093257,1.56e-27,0.0,1.56e-27,4.61275838072e-07,1.62202069083e-06,6.52614775317e-07,4.62644685632e-07,1.2169137711e-06,2.43461965207e-07,7.59010715909e-07,1.77671649458e-06,2.73645146904e-06,0.947245180437,0.966832294521,0.945105100718,0.0152673665913
375,25119.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,600.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.057,0.809,5.42,0.06,0.836,5.669,0.0,0.831747230959,0.499657312717,0.193038448606,-0.0737521606666,0.125840731868,-0.0832364209812,-0.362144694166,0.551676651274,0.270601894868,0.671797357459,0.181765552717,-0.0840933236058,0.403791747596,-0.557457918435,-0.15731142144,0.67871337946,0.183636793423,25119.0,25119.0,0.255185955886,0.900416958651,0.352320065412,0.180891458905,0.616586755308,0.766223892393,0.30214601921,0.333200610416,0.893132205384,2.08456470958e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.009,0.034,0.087,0.0,0.0,0.0,0.009,0.034,0.087,0.009,0.034,0.089,0.0,0.0,0.0,0.009,0.034,0.089,25119.0,0.01,0.001,0.0,2.3673925423e-14,8.81307373124e-12,4.96838360254e-11,3.942889117e-31,0.0,0.92371,0.0,1.02497869141e-30,0.0,5.11871365152,0.0,5.64920780709,0.0,4.03193862509,5.022e-24,0.0,0.00205346093257,4.15e-27,0.0,4.15e-27,5.90783672952e-07,2.08456470958e-06,8.15659864887e-07,4.07031962608e-07,1.38740943685e-06,1.72411465199e-06,6.71389956824e-07,7.40395468476e-07,1.98460331987e-06,0.953329701841,0.970833064751,0.951644156049,0.0132643786644
376,115690.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,600.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.044,0.855,5.547,0.049,0.895,5.751,0.0,0.781529029211,0.000874636393841,0.605337961979,0.0876199084587,-0.122883338746,0.0770141161967,-0.392342148095,0.0604923010572,0.581666654111,0.344375384463,0.61607357054,0.0755264060544,0.472910777234,0.0577238294324,-0.536877761993,0.337722957902,0.604172649715,115690.0,115690.0,0.254791972052,0.902664728872,0.346810377914,0.241579631909,0.857057052367,0.45507415927,0.283410638506,0.553619371798,0.783060662498,2.64949749761e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.008,0.034,0.088,0.0,0.0,0.0,0.008,0.034,0.088,0.008,0.035,0.089,0.0,0.0,0.0,0.008,0.035,0.089,115690.0,0.01,0.001,0.0,2.44588688742e-14,8.7191501666e-12,4.93899278539e-11,1.95594870376e-31,0.0,0.94561,0.0,4.43288376499e-31,0.0,5.19542496867,0.0,2.6698655317,0.0,5.98817935084,2.475e-24,0.0,0.00205346093257,2.048e-27,0.0,2.048e-27,4.9424177763e-07,1.75097596917e-06,6.7273774876e-07,2.52582769101e-07,8.96093109562e-07,4.75801251895e-07,9.58924146592e-07,1.87317944887e-06,2.64949749761e-06,0.957159692055,0.97358146912,0.955859758611,0.0121447215339
377,56311.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,600.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.057,0.809,5.462,0.06,0.849,5.704,0.0,0.832798420051,0.465960811712,0.255727175437,-0.138969702639,0.0679584211135,-0.101914448066,-0.328730089708,0.431807161263,0.311180581483,0.379949905224,0.673718980069,-0.0809893141803,0.42595480505,-0.600745623178,-0.270736128202,0.301938369199,0.53539060635,56311.0,56311.0,0.254963245056,0.905541368172,0.339099652313,0.572465889962,0.417157599407,0.705877002095,0.776362572194,0.0647926494066,0.626947421304,6.32303476419e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.009,0.034,0.087,0.0,0.0,0.0,0.009,0.034,0.087,0.009,0.034,0.089,0.0,0.0,0.0,0.009,0.034,0.089,56311.0,0.01,0.001,0.0,1.9761619545e-10,1.97814572635e-10,2.0375021279e-10,2.69498804362e-29,0.0,0.93093,0.0,4.83120276704e-29,0.0,5.94190916855,0.0,5.17754129974,0.0,2.85720083465,4.156e-22,0.0,0.00205346093257,3.456e-25,0.0,3.456e-25,1.78030680733e-06,6.32303476419e-06,2.36779783394e-06,4.07592277982e-06,2.97013707194e-06,5.0258018915e-06,5.98895714478e-06,4.99818531303e-07,4.8363501445e-06,0.954571444316,0.97167860451,0.9529438089,0.0129025482817
378,91245.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,600.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.064,0.781,5.394,0.067,0.821,5.629,0.0,0.831799467789,0.449655347432,0.287111398281,-0.148224992767,-0.0389372624612,-0.0823900164558,-0.29516940774,0.459296905502,0.355964562887,0.23853439111,0.715208943418,-0.0698099522059,0.457518438843,-0.540714815954,-0.292130422714,0.202112769959,0.606004274608,91245.0,91245.0,0.255069316606,0.908773493932,0.330258051307,0.26329498285,0.632663746603,0.728294127218,0.239934245573,0.663266042076,0.7088791965,1.79279975892e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.009,0.033,0.087,0.0,0.0,0.0,0.009,0.033,0.087,0.01,0.034,0.088,0.0,0.0,0.0,0.01,0.034,0.088,91245.0,0.01,0.001,0.0,1.16625016685e-16,9.02382755989e-12,4.86568173968e-11,1.7507857798e-31,0.0,0.91914,0.0,4.02760889929e-31,0.0,4.65755973989,0.0,2.70246439827,0.0,2.30877477534,2.648e-24,0.0,0.00205346093257,2.261e-27,0.0,2.261e-27,5.03192723348e-07,1.79279975892e-06,6.51522693737e-07,6.38099063883e-07,1.53326941551e-06,1.76503097696e-06,5.65991127119e-07,1.5646065606e-06,1.67220537636e-06,0.952665549454,0.970250474758,0.950748604418,0.013454214038
379,65512.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,600.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.061,0.81,5.537,0.063,0.856,5.769,0.0,0.794417496838,0.305296254211,0.505907336256,-0.138446678752,-0.0241934318872,-0.0586677806332,-0.377419438662,0.280814050613,0.549795452003,0.360247434245,0.585835194308,-0.0607569121662,0.468318371599,-0.306006595902,-0.41961930066,0.373075672614,0.606696504629,65512.0,65512.0,0.25515786276,0.910920393356,0.324219835976,0.261575787113,0.50488538122,0.822598844776,0.27613462962,0.490591605948,0.826480213011,2.20810713753e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.009,0.034,0.088,0.0,0.0,0.0,0.009,0.034,0.088,0.009,0.034,0.09,0.0,0.0,0.0,0.009,0.034,0.09,65512.0,0.01,0.001,0.0,4.52129438218e-16,8.78233725501e-12,5.05330112665e-11,3.30838560321e-31,0.0,0.94393,0.0,8.95944546832e-31,0.0,1.59152213479,0.0,3.72218217979,0.0,4.18087670652,4.615e-24,0.0,0.00205346093257,3.896e-27,0.0,3.896e-27,5.78364713004e-07,2.06477749176e-06,7.34907050703e-07,7.02149493883e-07,1.35526693356e-06,2.20810713753e-06,4.74071026709e-07,8.42253167038e-07,1.41891049187e-06,0.956910367296,0.973209150104,0.955206607959,0.0122650700946
