Unnamed: 0,B_110_elel,B_110_elmu,B_110_mumu,B_90_elel,B_90_elmu,B_90_mumu,MA0,MH0,MHC,Mh,Mtr01,Mtr02,Mtr03,O_110_elel,O_110_elmu,O_110_mumu,O_90_elel,O_90_elmu,O_90_mumu,SR,S_110_elel,S_110_elmu,S_110_mumu,S_90_elel,S_90_elmu,S_90_mumu,U_e1_i,U_e1_r,U_e2_i,U_e2_r,U_e3_i,U_e3_r,U_mu1_i,U_mu1_r,U_mu2_i,U_mu2_r,U_mu3_i,U_mu3_r,U_tau1_i,U_tau1_r,U_tau2_i,U_tau2_r,U_tau3_i,U_tau3_r,Y1e,Y1mu,Y1tau,Y2e,Y2mu,Y2tau,Y3e,Y3mu,Y3tau,Yukawa_max,dB_110_elel,dB_110_elmu,dB_110_mumu,dB_90_elel,dB_90_elmu,dB_90_mumu,dS_110_stat_elel,dS_110_stat_elmu,dS_110_stat_mumu,dS_110_sys_elel,dS_110_sys_elmu,dS_110_sys_mumu,dS_110_tot_elel,dS_110_tot_elmu,dS_110_tot_mumu,dS_90_stat_elel,dS_90_stat_elmu,dS_90_stat_mumu,dS_90_sys_elel,dS_90_sys_elmu,dS_90_sys_mumu,dS_90_tot_elel,dS_90_tot_elmu,dS_90_tot_mumu,index,la2,laL,m_nu_1,m_nu_2,m_nu_3,mu_to_e_gamma,r_exp,r_max,r_obs,tau_to_mu_gamma,theta_1_i,theta_1_r,theta_2_i,theta_2_r,theta_3_i,theta_3_r,xsection1,xsection2,xsection_process,xsectionerror1,xsectionerror2,xsectionerror_process,y1e,y1mu,y1tau,y2e,y2mu,y2tau,y3e,y3mu,y3tau,CLdbQ
147,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.308,3.59,5.07,1.554,4.207,5.786,0.0,0.790925124859,0.592385142633,0.0585701140053,-0.0600190287028,-0.128392163285,0.0382059650543,-0.391882718797,0.65221711971,0.035590659865,0.53711082109,0.360314221892,0.0442683020825,0.466311058458,-0.46123888701,-0.0790835465151,0.622336958274,0.417487133139,0.274059532508,0.458428856448,0.84541963321,0.361011691962,0.885369698488,0.292901101511,0.122716987148,0.703140743247,0.700381065029,2.23795454087e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.127,0.21,0.25,0.0,0.0,0.0,0.127,0.21,0.25,0.138,0.228,0.267,0.0,0.0,0.0,0.138,0.228,0.267,15459.0,0.01,0.001,5.44453633511e-17,8.91261870614e-12,5.03269280049e-11,1.60787173953e-31,0.0,0.80575,0.0,2.10468167692e-30,0.0,2.22883066794,0.0,2.33040361572,0.0,0.580761178978,3.163e-23,0.0,0.0182304231895,2.809e-26,0.0,2.809e-26,7.25477326469e-07,1.21353100952e-06,2.23795454087e-06,6.65486346271e-07,1.63208410937e-06,5.39931775628e-07,2.7577222357e-07,1.58011283323e-06,1.57391122564e-06,0.957330431431
148,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.073,4.034,4.934,1.209,4.836,5.65,0.0,0.806274976296,0.571564211542,0.04633927654,-0.139575250596,0.0400803636912,-0.0523359723785,-0.393277584416,0.662230028566,0.0910345304167,0.55520029817,0.295821601712,-0.0635297849114,0.434140894893,-0.473585277528,0.00693627996582,0.673948604038,0.359093026742,0.274050186973,0.463253661336,0.842788550159,0.140547102821,0.853915468593,0.501073731487,0.318664178462,0.900034692282,0.297305724893,2.52933505721e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.115,0.223,0.247,0.0,0.0,0.0,0.115,0.223,0.247,0.122,0.244,0.264,0.0,0.0,0.0,0.122,0.244,0.264,114745.0,0.01,0.001,6.13916283234e-15,8.48561612096e-12,4.87012805483e-11,3.21787612009e-31,0.0,0.78304,0.0,3.50924746495e-30,0.0,5.0036634323,0.0,4.15934065485,0.0,4.1570531735,5.225e-23,0.0,0.0182304231895,4.705e-26,0.0,4.705e-26,8.22465783635e-07,1.3902938356e-06,2.52933505721e-06,2.48362530842e-07,1.50896462929e-06,8.85453613722e-07,4.8038432914e-07,1.35679687608e-06,4.48186589066e-07,0.959651760464
156,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.641,3.664,4.392,2.048,4.268,5.058,0.0,0.7827758306,0.0448429788008,0.6024309371,0.114210018956,0.0963542623621,-0.002370129095,-0.516400313974,0.03504316798,0.495418790492,0.545759642071,0.434515488457,-0.00238071604314,0.347248368513,-0.0480941859351,-0.621357562892,0.548197454019,0.436456392415,0.282732769245,0.437045953566,0.853846014025,0.108986093242,0.664172982095,0.739591969491,0.591154639742,0.723461467659,0.356566538986,2.45799300073e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.142,0.213,0.233,0.0,0.0,0.0,0.142,0.213,0.233,0.159,0.229,0.25,0.0,0.0,0.0,0.159,0.229,0.25,24918.0,0.01,0.001,1.63094140699e-12,8.9306115081e-12,4.90720430089e-11,7.24568768453e-34,0.0,0.69237,0.0,7.32709317811e-32,0.0,2.83831773216,0.0,2.98321823707,0.0,5.05917475754,4.429e-25,0.0,0.0182304231895,4.216e-28,0.0,4.216e-28,2.57516974302e-07,3.98067588323e-07,7.7769493306e-07,3.62209252421e-07,2.20734216785e-06,2.45799300073e-06,1.16928301763e-06,1.4309812546e-06,7.05276032128e-07,0.945934497807
157,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.517,3.775,4.737,1.813,4.392,5.539,0.0,0.78366718595,0.357302944952,0.488141097751,0.136474126112,-0.0359642708928,0.0797672745183,-0.403999253083,0.377646492561,0.411684395015,0.0479323903391,0.718347657432,0.0752893939094,0.458932494223,-0.28647752809,-0.489778098399,0.0452416186846,0.678021908996,0.282276480259,0.441779509281,0.851557898133,0.133629081796,0.655225100695,0.743520904829,0.35954839894,0.858439662412,0.365795427551,2.13271671979e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.137,0.216,0.242,0.0,0.0,0.0,0.137,0.216,0.242,0.15,0.233,0.261,0.0,0.0,0.0,0.15,0.233,0.261,28953.0,0.01,0.001,1.08153996077e-17,8.54999701052e-12,4.92797229434e-11,3.34240307159e-32,0.0,0.75004,0.0,5.54783830709e-31,0.0,3.88423402315,0.0,3.59543913542,0.0,2.2493322019,5.954e-24,0.0,0.0182304231895,5.318e-27,0.0,5.318e-27,4.92234413067e-07,7.70376183155e-07,1.48494873465e-06,3.35328728149e-07,1.64422142781e-06,1.86579085942e-06,8.9326590507e-07,2.13271671979e-06,9.08786090064e-07,0.95510124512
158,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.443,3.812,4.799,1.702,4.355,5.428,0.0,0.789953849084,0.219717353647,0.552194972285,0.150833221764,-0.00522040415964,0.0907429411985,-0.403692497604,0.247900481518,0.43836987163,0.173824717239,0.738214237595,0.0758666734819,0.446111253134,-0.177826821847,-0.60129844955,0.145328142241,0.617192453579,0.282010146403,0.447425220978,0.848693672038,0.232920970089,0.931842433513,0.278240005746,0.724990188031,0.321621416796,0.609055737611,2.60109868135e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.133,0.217,0.243,0.0,0.0,0.0,0.133,0.217,0.243,0.145,0.232,0.259,0.0,0.0,0.0,0.145,0.232,0.259,25175.0,0.01,0.001,6.64419606472e-12,1.0865708952e-11,5.05670169359e-11,1.56204724842e-31,0.0,0.76035,0.0,1.96721930449e-30,0.0,4.66924802583,0.0,3.84808131605,0.0,1.20413079209,2.841e-23,0.0,0.0182304231895,2.496e-26,0.0,2.496e-26,7.26840471241e-07,1.15317396416e-06,2.18738551216e-06,6.50164025986e-07,2.60109868135e-06,7.7666533098e-07,1.25863424303e-06,5.58357526974e-07,1.05736383737e-06,0.956391267996
159,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.197,3.516,4.811,1.456,4.133,5.576,0.0,0.793491856196,0.571378402231,0.153817535903,-0.141886568243,-0.0102841146862,0.00376587497448,-0.38637396726,0.647938420933,0.171519566858,0.633470666091,0.0131427422481,0.00451985258179,0.470160845554,-0.431623799229,-0.119685520907,0.760299809479,0.0157740917807,0.282857477376,0.453410260945,0.845228242999,0.483337759281,0.1277569989,0.866061637348,0.178171591817,0.879538757372,0.441210219906,2.37038920543e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.121,0.208,0.244,0.0,0.0,0.0,0.121,0.208,0.244,0.134,0.226,0.262,0.0,0.0,0.0,0.134,0.226,0.262,94292.0,0.01,0.001,1.23733210573e-14,8.84989513584e-12,4.90269523421e-11,2.58465340097e-31,0.0,0.76241,0.0,2.51055129479e-30,0.0,2.24514136726,0.0,2.22986146437,0.0,2.79549431186,3.984e-23,0.0,0.0182304231895,3.546e-26,0.0,3.546e-26,7.93255924184e-07,1.27156043007e-06,2.37038920543e-06,4.50365651398e-07,1.1904173205e-07,8.06981051997e-07,4.5552192321e-07,2.2486704093e-06,1.1280189275e-06,0.947929899158
160,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.394,3.775,4.959,1.567,4.367,5.638,0.0,0.81527654794,0.552413582178,0.102850905925,-0.0426853462403,-0.133278043845,0.0662403103604,-0.394979088479,0.646236475396,0.073880441281,0.634860035039,0.116088651993,0.0770726056103,0.411081141371,-0.489980225451,-0.145259775249,0.738678862343,0.135072659566,0.283311662076,0.457434811296,0.842904440341,0.616875722673,0.559044891904,0.554015479578,0.197831722552,0.855853082429,0.477889224454,2.46068039942e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.131,0.216,0.247,0.0,0.0,0.0,0.131,0.216,0.247,0.139,0.232,0.264,0.0,0.0,0.0,0.139,0.232,0.264,93249.0,0.01,0.001,2.20454277694e-12,8.71564724362e-12,5.12777725883e-11,3.18087863714e-31,0.0,0.78717,0.0,2.9217773521e-30,0.0,1.04290531378,0.0,2.21339969887,0.0,6.27405920635,4.678e-23,0.0,0.0182304231895,4.156e-26,0.0,4.156e-26,8.27068194722e-07,1.33538372833e-06,2.46068039942e-06,6.16526102792e-07,5.58728048168e-07,5.53701486307e-07,5.18011662665e-07,2.24100499408e-06,1.25132708008e-06,0.958671921509
165,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.419,3.849,4.182,1.641,4.268,4.91,0.0,0.831972169519,0.269838587452,0.456968425355,-0.00575636549749,-0.161728687472,0.0357963783038,-0.332176795802,0.374159776088,0.588728552799,0.27932259212,0.568998451878,0.0427124298185,0.440879975861,-0.220936005146,-0.427735233126,0.333289209075,0.678931992405,0.2892583235,0.426691045666,0.85689227668,0.448987491666,0.0704088034838,0.890759694148,0.085750630429,0.831109594305,0.549457615867,2.5172177865e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.132,0.218,0.227,0.0,0.0,0.0,0.132,0.218,0.227,0.142,0.229,0.246,0.0,0.0,0.0,0.142,0.229,0.246,8401.0,0.01,0.001,4.21834035058e-17,8.84768485908e-12,5.05922087868e-11,8.23267983479e-32,0.0,0.65741,0.0,8.25309970265e-31,0.0,3.64249245063,0.0,3.76917104735,0.0,2.70193769549,1.315e-23,0.0,0.0182304231895,1.289e-26,0.0,1.289e-26,6.15065853245e-07,9.07296595302e-07,1.82205709042e-06,7.19344823426e-07,1.12805388234e-07,1.4271296791e-06,2.59716665044e-07,2.5172177865e-06,1.66416618586e-06,0.941129119416
166,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.641,3.972,4.034,2.011,4.651,4.774,0.0,0.80906637429,0.446283281584,0.346956320092,-0.077268596959,0.141045065296,-0.0788748854346,-0.43697731026,0.35843434422,0.348463309689,0.300759101594,0.680052709911,-0.0688419128784,0.378816546352,-0.546158386673,-0.363678022264,0.262502211639,0.593549253993,0.290965053564,0.428768414396,0.855275969743,0.563349054786,0.619320733937,0.546881770575,0.230135819041,0.840116843824,0.491163102765,2.79519718088e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.142,0.221,0.223,0.0,0.0,0.0,0.142,0.221,0.223,0.157,0.24,0.243,0.0,0.0,0.0,0.157,0.24,0.243,103634.0,0.01,0.001,2.16559163711e-17,8.83169194057e-12,5.12483936658e-11,1.14841034768e-31,0.0,0.63277,0.0,1.09166666852e-30,0.0,1.89029735668,0.0,2.53311390137,0.0,3.17312748939,1.822e-23,0.0,0.0182304231895,1.796e-26,0.0,1.796e-26,6.71222056025e-07,9.89118154035e-07,1.97302077294e-06,2.85431398427e-07,3.13790502816e-07,2.77087939037e-07,7.65697054321e-07,2.79519718088e-06,1.63417473449e-06,0.943477877526
168,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,1.431,4.083,4.022,1.678,4.663,4.638,0.0,0.830574460367,0.515119140779,0.137856561744,-0.138841049969,0.0807283582011,-0.0604434763472,-0.329067496275,0.630967277154,0.209031578242,0.655327009939,0.129590792746,-0.0657448412326,0.440323575,-0.514767196631,-0.0940673530944,0.712804306231,0.140956917258,0.291270927589,0.435221429412,0.851905836418,0.39234544708,0.917590900875,0.0639686547166,0.136287861361,0.731396749594,0.668194891875,2.08185230605e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.133,0.224,0.223,0.0,0.0,0.0,0.133,0.224,0.223,0.144,0.24,0.239,0.0,0.0,0.0,0.144,0.24,0.239,72967.0,0.01,0.001,1.4322864769e-14,8.58910969635e-12,4.95835640233e-11,1.05358768975e-31,0.0,0.51278,0.0,1.16960356118e-30,0.0,0.708848888456,0.0,5.58522598556,0.0,0.287911324426,1.908e-23,0.0,0.0182304231895,1.914e-26,0.0,1.914e-26,6.79708052251e-07,1.01563006144e-06,1.98800224096e-06,5.79163322322e-07,1.35450786708e-06,9.44277520379e-08,3.87930625368e-07,2.08185230605e-06,1.90195414092e-06,0.942801091775
169,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.53,3.54,5.058,1.85,4.268,5.81,0.0,0.800602373252,0.374276254904,0.44281188213,0.149795985518,-0.0207827987785,0.0973493490812,-0.362425740828,0.364404709432,0.321919164117,0.181462624795,0.767996915319,0.0734365546897,0.461317243334,-0.38000986618,-0.531981844787,0.136888331516,0.579346939714,0.29137271037,0.440081564629,0.849370449289,0.318781146176,0.886607808035,0.335119643671,0.193414238433,0.830406732109,0.522508939291,2.23019676399e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.137,0.209,0.25,0.0,0.0,0.0,0.137,0.209,0.25,0.151,0.229,0.268,0.0,0.0,0.0,0.151,0.229,0.268,88070.0,0.01,0.001,1.88274651068e-16,9.0387158408e-12,5.04668104273e-11,4.89892578106e-32,0.0,0.80369,0.0,8.51429625134e-31,0.0,5.01347514506,0.0,3.65353379638,0.0,2.47733563693,1.259e-23,0.0,0.0182304231895,1.233e-26,0.0,1.233e-26,6.12857386027e-07,9.256434379e-07,1.7865192408e-06,6.65978999896e-07,1.85224938293e-06,7.0011243706e-07,5.19446425449e-07,2.23019676399e-06,1.40328552323e-06,0.958554487123
170,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.628,3.923,4.749,1.789,4.392,5.317,0.0,0.835548413315,0.418181258429,0.320297209489,0.0195270601886,-0.154957012166,0.0912224722395,-0.386770429646,0.520231154921,0.326020735858,0.677583750757,0.077700587261,0.0955605326501,0.367170435787,-0.427623342548,-0.403413478755,0.709806065849,0.0813956180269,0.291541905768,0.447777495398,0.845280209041,0.198548556113,0.862214225617,0.466009763856,0.259953733039,0.499115019324,0.826624615025,2.27611113472e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.142,0.22,0.242,0.0,0.0,0.0,0.142,0.22,0.242,0.149,0.233,0.256,0.0,0.0,0.0,0.149,0.233,0.256,149945.0,0.01,0.001,3.12899696204e-17,9.04043536977e-12,5.08688140799e-11,1.87742171238e-31,0.0,0.7521,0.0,1.86280135873e-30,0.0,4.13948700161,0.0,0.74422331152,0.0,5.17187356981,2.68e-23,0.0,0.0182304231895,2.499e-26,0.0,2.499e-26,7.40500418094e-07,1.13733022936e-06,2.14696527606e-06,5.24137234025e-07,2.27611113472e-06,1.23019312473e-06,3.45690918993e-07,6.63731686776e-07,1.09925954704e-06,0.959213193686
174,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.419,4.268,4.527,1.739,5.045,5.44,0.0,0.789200024782,0.590808767952,0.067445773153,-0.144898152748,-0.050635102531,0.000462826445628,-0.375382152623,0.660631393883,0.0750656159288,0.61084019068,0.209507998549,0.000536055252907,0.486056641568,-0.449062921855,-0.0516708266947,0.707487862876,0.24265653834,0.292373208046,0.469072417812,0.833360050677,0.657413213749,0.66733846789,0.349953190672,0.220167167212,0.896750123385,0.383882318804,2.55724489124e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.132,0.229,0.236,0.0,0.0,0.0,0.132,0.229,0.236,0.146,0.249,0.259,0.0,0.0,0.0,0.146,0.249,0.259,88276.0,0.01,0.001,1.71643299725e-12,8.72248378866e-12,5.02074873636e-11,4.29337273695e-31,0.0,0.71501,0.0,3.66951155401e-30,0.0,4.70583708329,0.0,4.1688670085,0.0,0.203712426771,5.71e-23,0.0,0.0182304231895,5.149e-26,0.0,5.149e-26,8.9717510697e-07,1.43939350476e-06,2.55724489124e-06,5.23246858274e-07,5.31146544404e-07,2.78533962708e-07,5.25961868243e-07,2.14226479004e-06,9.17064356778e-07,0.958732160732
178,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.838,3.861,4.231,2.282,4.515,5.008,0.0,0.797950644481,0.494880433917,0.309240365714,0.127738066624,-0.0801343100512,0.0808402678543,-0.409898280979,0.542768279303,0.269451311006,0.209303215919,0.643769368741,0.0860335436105,0.425818328269,-0.422006574047,-0.337894643019,0.22274910552,0.685125885042,0.302416939956,0.421967269934,0.854685683472,0.120272623233,0.627840912826,0.768993032662,0.351533694149,0.827071034157,0.438608671068,2.05947447651e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.151,0.218,0.228,0.0,0.0,0.0,0.151,0.218,0.228,0.168,0.236,0.249,0.0,0.0,0.0,0.168,0.236,0.249,111924.0,0.01,0.001,2.89116017887e-14,9.04102066297e-12,4.89217852905e-11,4.00293395788e-32,0.0,0.66563,0.0,5.89684833292e-31,0.0,4.02255582469,0.0,0.473192023456,0.0,4.0118588343,7.766e-24,0.0,0.0182304231895,7.489e-27,0.0,7.489e-27,5.63702949612e-07,7.86543884534e-07,1.59312782159e-06,2.90977400209e-07,1.51894514019e-06,1.86043662645e-06,8.7534763138e-07,2.05947447651e-06,1.09217144107e-06,0.949043893836
179,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.653,3.787,4.108,1.924,4.614,4.848,0.0,0.796933743117,0.233204490677,0.538126636786,0.107581670303,-0.0967376948526,0.0768900923404,-0.453855161909,0.282178759291,0.508829696481,0.550004636737,0.383491581472,0.0834455316777,0.382147691388,-0.166373715274,-0.538351802225,0.596896530369,0.416187026648,0.301545376983,0.422611245683,0.854675447549,0.156986085709,0.766071330761,0.623289728039,0.227273722735,0.829486182445,0.510195382267,2.23340482922e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.143,0.216,0.225,0.0,0.0,0.0,0.143,0.216,0.225,0.154,0.239,0.245,0.0,0.0,0.0,0.154,0.239,0.245,144420.0,0.01,0.001,7.15426063968e-16,8.51556207492e-12,5.12212278017e-11,2.00107239584e-31,0.0,0.64508,0.0,1.78021247913e-30,0.0,1.40232690951,0.0,2.38846133785,0.0,0.531364625887,3e-23,0.0,0.0182304231895,2.895e-26,0.0,2.895e-26,7.87986718365e-07,1.10435136483e-06,2.23340482922e-06,2.15125181242e-07,1.04978242581e-06,8.54122294374e-07,6.09772687023e-07,2.22550153283e-06,1.36884812466e-06,0.941162459854
182,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.53,3.886,4.453,1.776,4.552,5.095,0.0,0.83472584817,0.530946538396,0.0150918532909,-0.101053062804,-0.104350592835,0.0289625955445,-0.323459685068,0.677380175139,0.000816938036534,0.597379842471,0.280762809049,0.0323393932536,0.443533451091,-0.507737246638,-0.0350189755346,0.667029362675,0.313497417,0.299738834816,0.435555718026,0.84879199301,0.518922795099,0.828426813568,0.210779855034,0.782465195699,0.420382204352,0.459376773231,3.62303006589e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.137,0.219,0.234,0.0,0.0,0.0,0.137,0.219,0.234,0.148,0.237,0.251,0.0,0.0,0.0,0.148,0.237,0.251,39203.0,0.01,0.001,6.07110673559e-11,6.1376083867e-11,7.79326561791e-11,1.0040820202e-30,0.0,0.70266,0.0,1.08595353702e-29,0.0,4.62276265475,0.0,4.33458742209,0.0,4.28612461751,2.136e-22,0.0,0.0182304231895,2.163e-25,0.0,2.163e-25,1.27942160081e-06,1.85914979732e-06,3.62303006589e-06,2.08736930401e-06,3.33235062632e-06,8.4786292577e-07,3.34865910601e-06,1.79907899335e-06,1.96596119959e-06,0.950683149505
183,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.48,3.812,4.725,1.813,4.552,5.329,0.0,0.819472362625,0.269091963709,0.48154130405,-0.00785547628978,-0.155276611076,0.0701413525172,-0.385444328707,0.366405928719,0.55889511936,0.553388838751,0.306033648862,0.0841755944811,0.409746722163,-0.192425639236,-0.460502770763,0.664113719074,0.367266432706,0.299992812663,0.440150327299,0.846328542429,0.430174669307,0.263234736229,0.863514462837,0.109117947511,0.823512083175,0.556705597597,2.36845723595e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.135,0.217,0.241,0.0,0.0,0.0,0.135,0.217,0.241,0.15,0.237,0.256,0.0,0.0,0.0,0.15,0.237,0.256,86657.0,0.01,0.001,6.67021873165e-16,8.72583425122e-12,4.92050214386e-11,1.35425937504e-31,0.0,0.74798,0.0,1.14951807826e-30,0.0,2.48925438046,0.0,5.58973077604,0.0,3.60281293937,1.807e-23,0.0,0.0182304231895,1.809e-26,0.0,1.809e-26,6.90498696646e-07,1.0131016961e-06,1.94800918827e-06,6.27186431728e-07,3.83791205532e-07,1.25898755397e-06,3.13828051385e-07,2.36845723595e-06,1.60110996288e-06,0.955011473223
184,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.678,3.873,4.688,1.974,4.503,5.489,0.0,0.804500375785,0.452424013638,0.358551294928,-0.0917008410717,0.105468392882,-0.0711618282443,-0.351493168113,0.424428733697,0.401518670234,0.718100529385,0.119846502382,-0.0656013375091,0.468896744336,-0.474776111389,-0.316202675999,0.661989107867,0.110481855877,0.3002328598,0.445686686285,0.843340742265,0.437671665658,0.880498119972,0.182116923448,0.162538713152,0.800647005537,0.576667615921,2.50404547331e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.144,0.219,0.24,0.0,0.0,0.0,0.144,0.219,0.24,0.156,0.236,0.26,0.0,0.0,0.0,0.156,0.236,0.26,31029.0,0.01,0.001,5.87962897161e-16,8.76962884935e-12,5.07080194734e-11,9.09580142103e-32,0.0,0.74179,0.0,9.98189638338e-31,0.0,2.10220457592,0.0,2.54271239396,0.0,3.43152109903,1.578e-23,0.0,0.0182304231895,1.551e-26,0.0,1.551e-26,6.67970960434e-07,9.91582880331e-07,1.87630070192e-06,5.53695636962e-07,1.11391256423e-06,2.30394960063e-07,5.08344284175e-07,2.50404547331e-06,1.80354378804e-06,0.957646207287
189,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.219,3.923,1.69,4.799,4.589,2.048,0.0,0.798351029649,0.417717762913,0.407225119844,0.131566907059,-0.0707485317176,0.0779814906147,-0.45938764474,0.463215723407,0.372000441138,0.431129904702,0.494019989104,0.0880211184707,0.371173537773,-0.348983725386,-0.430042785211,0.486635176102,0.557621964456,0.424667994572,0.299589276978,0.854343818088,0.633655885657,0.516778245292,0.57569129207,0.327949133702,0.805708109451,0.493238084568,2.69040363809e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.228,0.22,0.144,0.0,0.0,0.0,0.228,0.22,0.144,0.243,0.238,0.159,0.0,0.0,0.0,0.243,0.238,0.159,40537.0,0.01,0.001,1.27432044716e-11,1.53798751264e-11,5.13567750863e-11,2.30087015604e-31,0.0,0.68815,0.0,8.54476392408e-31,0.0,4.38825634672,0.0,3.81530850855,0.0,3.09378663581,3.187e-23,0.0,0.0182304231895,2.997e-26,0.0,2.997e-26,1.12635382423e-06,7.94605508622e-07,2.26598999456e-06,1.15712712729e-06,9.43695371504e-07,1.05127724066e-06,1.09508087615e-06,2.69040363809e-06,1.64701027779e-06,0.948221662371
