Unnamed: 0,Unnamed: 0.1,B_110_elel,B_110_elmu,B_110_mumu,B_90_elel,B_90_elmu,B_90_mumu,MA0,MH0,MHC,Mh,Mtr01,Mtr02,Mtr03,O_110_elel,O_110_elmu,O_110_mumu,O_90_elel,O_90_elmu,O_90_mumu,SR,S_110_elel,S_110_elmu,S_110_mumu,S_90_elel,S_90_elmu,S_90_mumu,U_e1_i,U_e1_r,U_e2_i,U_e2_r,U_e3_i,U_e3_r,U_mu1_i,U_mu1_r,U_mu2_i,U_mu2_r,U_mu3_i,U_mu3_r,U_tau1_i,U_tau1_r,U_tau2_i,U_tau2_r,U_tau3_i,U_tau3_r,Unnamed: 0.1.1,Unnamed: 0.1.1,Y1e,Y1mu,Y1tau,Y2e,Y2mu,Y2tau,Y3e,Y3mu,Y3tau,Yukawa_max,dB_110_elel,dB_110_elmu,dB_110_mumu,dB_90_elel,dB_90_elmu,dB_90_mumu,dS_110_stat_elel,dS_110_stat_elmu,dS_110_stat_mumu,dS_110_sys_elel,dS_110_sys_elmu,dS_110_sys_mumu,dS_110_tot_elel,dS_110_tot_elmu,dS_110_tot_mumu,dS_90_stat_elel,dS_90_stat_elmu,dS_90_stat_mumu,dS_90_sys_elel,dS_90_sys_elmu,dS_90_sys_mumu,dS_90_tot_elel,dS_90_tot_elmu,dS_90_tot_mumu,index,la2,laL,level_0,m_nu_1,m_nu_2,m_nu_3,mu_to_e_gamma,r_exp,r_max,r_obs,tau_to_mu_gamma,theta_1_i,theta_1_r,theta_2_i,theta_2_r,theta_3_i,theta_3_r,xsection1,xsection2,xsection_process,xsectionerror1,xsectionerror2,xsectionerror_process,y1e,y1mu,y1tau,y2e,y2mu,y2tau,y3e,y3mu,y3tau,CLdb,CLdbQ
579,19346.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.931,3.488,5.405,1.067,3.95,5.915,0.0,0.832808838473,0.347240155422,0.405809054415,-0.0515922542156,-0.13605500242,0.0825689481558,-0.307672237146,0.413726417843,0.402062110666,0.746889148269,0.0886186991183,0.070561632917,0.447180788732,-0.366327339882,-0.497718872675,0.638275272811,0.0757316189249,19346.0,19346.0,0.308650293756,0.571339327373,0.76046457456,0.116906537871,0.889492957785,0.441741032115,0.341220905375,0.525179793345,0.779586094282,2.33789290319e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.08,0.154,0.192,0.0,0.0,0.0,0.08,0.154,0.192,0.085,0.164,0.201,0.0,0.0,0.0,0.085,0.164,0.201,19346.0,0.01,0.001,0.0,1.17923952786e-17,8.89889154266e-12,5.10901126928e-11,3.52652667703e-31,0.0,0.88486,0.0,2.52832155289e-30,0.0,0.954719650489,0.0,2.36719851714,0.0,5.12539433968,2.091e-23,0.0,0.0100479268724,2.072e-26,0.0,2.072e-26,8.01532126556e-07,1.48370772787e-06,1.97484596628e-06,3.07270521743e-07,2.33789290319e-06,1.16104710554e-06,4.17810410755e-07,6.43060204462e-07,9.54569843581e-07,0.972259382676,0.959792480519
606,62158.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.027,3.325,4.78,1.149,3.719,5.229,0.0,0.813588204799,0.364834072647,0.426461521591,-0.0631573384473,-0.138246351307,0.0319770543109,-0.289822582197,0.411987786769,0.447648185075,0.517981922981,0.525882336901,0.0284747398436,0.502238749052,-0.349644573115,-0.438921984505,0.461249505885,0.468284620153,62158.0,62158.0,0.315754754716,0.539647595241,0.780435396317,0.421542198276,0.350255686292,0.836434772886,0.157650674467,0.944718397411,0.287495068537,2.46149135403e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.084,0.15,0.18,0.0,0.0,0.0,0.084,0.15,0.18,0.088,0.159,0.189,0.0,0.0,0.0,0.088,0.159,0.189,62158.0,0.01,0.001,0.0,8.06900493365e-13,8.62051864556e-12,5.06388470607e-11,5.51026128405e-31,0.0,0.77875,0.0,3.58191881166e-30,0.0,4.47852524022,0.0,4.07861376913,0.0,6.06726343312,3.41e-23,0.0,0.0100479268724,3.277e-26,0.0,3.277e-26,9.26421956588e-07,1.58332178244e-06,2.28979128912e-06,2.728617052e-07,2.26718378868e-07,5.4141914938e-07,4.10763433021e-07,2.46149135403e-06,7.49076790997e-07,0.958027045051,0.941425412138
607,44554.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.013,3.502,4.923,1.21,3.841,5.466,0.0,0.826494789097,0.507744190944,0.195212572513,0.144244915066,-0.0136987652422,0.0589397690632,-0.44240913894,0.508204129777,0.153828395806,0.578595846496,0.429060008558,0.0555042214186,0.338564473042,-0.592386052955,-0.266893311045,0.544870000107,0.404050475517,44554.0,44554.0,0.316031256955,0.543377692651,0.777730626732,0.0335130074919,0.514040505812,0.857110982728,0.373900678901,0.876050928488,0.304521022283,2.38496022109e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.083,0.154,0.183,0.0,0.0,0.0,0.083,0.154,0.183,0.091,0.162,0.193,0.0,0.0,0.0,0.091,0.162,0.193,44554.0,0.01,0.001,0.0,5.47808665999e-13,9.05746287565e-12,4.91572031833e-11,1.26546740158e-32,0.0,0.80295,0.0,2.33815537418e-31,0.0,0.319246865744,0.0,5.96894114911,0.0,2.28921593243,9.441e-25,0.0,0.0100479268724,9.123e-28,0.0,9.123e-28,3.78248391111e-07,6.50352563197e-07,9.30842604348e-07,8.98442037937e-08,1.37807864524e-06,2.29780791308e-06,1.01790685543e-06,2.38496022109e-06,8.29027743721e-07,0.963850220851,0.948834083828
608,6672.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.843,3.175,5.025,1.006,3.515,5.432,0.0,0.784341820148,0.0707244934026,0.600397165681,0.0700855494424,-0.120071705249,0.0719557956821,-0.469288653921,0.123415612217,0.573623589225,0.613084748342,0.233328478043,0.081375605538,0.39086627222,-0.000306393389389,-0.538744614956,0.693344325769,0.263873757631,6672.0,6672.0,0.31627777915,0.547487851892,0.774742162559,0.0848332864184,0.834734986179,0.544077950632,0.926091054756,0.14676092431,0.347586808433,4.53297981691e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.076,0.147,0.185,0.0,0.0,0.0,0.076,0.147,0.185,0.083,0.155,0.192,0.0,0.0,0.0,0.083,0.155,0.192,6672.0,0.01,0.001,0.0,7.73793373534e-11,7.78983539962e-11,9.14361401624e-11,3.03182141e-30,0.0,0.82025,0.0,1.66554274309e-29,0.0,6.17802831831,0.0,4.06334446027,0.0,2.3255019391,1.986e-22,0.0,0.0100479268724,2.014e-25,0.0,2.014e-25,1.44166399996e-06,2.49557059813e-06,3.53144595873e-06,3.84958676664e-07,3.78788196487e-06,2.46893096708e-06,4.53297981691e-06,7.18357341203e-07,1.70134888914e-06,0.960055039149,0.943620450644
610,147099.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.918,3.617,5.018,1.061,3.984,5.568,0.0,0.836399287566,0.525955863461,0.0197579172495,0.125940483543,-0.0869211180399,0.0920090225133,-0.336847341452,0.591083621758,-0.0357355121886,0.245826065768,0.68335999223,0.0849106586179,0.413877542451,-0.605404688556,-0.0762124840756,0.226860937978,0.630639750628,147099.0,147099.0,0.316342247043,0.556161371767,0.768512922006,0.297379316875,0.763302667461,0.573528185655,0.0914524843651,0.688981960579,0.718985605628,2.05038345527e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.079,0.157,0.185,0.0,0.0,0.0,0.079,0.157,0.185,0.085,0.165,0.195,0.0,0.0,0.0,0.085,0.165,0.195,147099.0,0.01,0.001,0.0,3.93733601002e-18,8.65476596023e-12,4.99446737075e-11,1.73789556614e-32,0.0,0.81909,0.0,2.18001315503e-31,0.0,0.910811532448,0.0,5.99678447717,0.0,0.835791730226,2.138e-24,0.0,0.0100479268724,2.227e-27,0.0,2.227e-27,4.6452056592e-07,8.16673705681e-07,1.12849314558e-06,7.98820254735e-07,2.05038345527e-06,1.54061128452e-06,2.31885381629e-07,1.74697107436e-06,1.82304781225e-06,0.966375519202,0.952656212984
611,72736.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.911,3.352,5.201,1.02,3.624,5.793,0.0,0.812032206915,0.520302719438,0.212858624271,0.0985034861873,-0.121971489946,0.0789968282607,-0.280705738985,0.524797068531,0.155609193137,0.157353902733,0.768490308588,0.0604301791494,0.501912021779,-0.55665044187,-0.272929272263,0.120370966042,0.587871792387,72736.0,72736.0,0.314095570662,0.561850194241,0.76528970444,0.220081306291,0.827846299505,0.515979382357,0.352059697734,0.533610599698,0.768969243287,2.70407196153e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.079,0.151,0.188,0.0,0.0,0.0,0.079,0.151,0.188,0.083,0.157,0.198,0.0,0.0,0.0,0.083,0.157,0.198,72736.0,0.01,0.001,0.0,2.4751267523e-16,8.53253751215e-12,5.12150744821e-11,3.44438820441e-32,0.0,0.85023,0.0,5.74419382879e-31,0.0,5.42946227151,0.0,3.54673917403,0.0,5.0010438483,3.87e-24,0.0,0.0100479268724,4.132e-27,0.0,4.132e-27,5.35004328517e-07,9.57008993355e-07,1.30353097174e-06,7.18872198806e-07,2.70407196153e-06,1.68539181898e-06,4.73589355584e-07,7.17810932834e-07,1.03441447782e-06,0.966827063099,0.952487501295
640,128448.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.142,3.502,4.712,1.231,3.923,5.181,0.0,0.814830353492,0.536632306848,0.150843296264,-0.143068995554,0.0696765725251,-0.0908286275042,-0.417655185421,0.540322901242,0.216425163765,0.198840554249,0.662561734018,-0.0924862163079,0.380541852282,-0.583785634279,-0.0983753592688,0.202469320702,0.674653240212,128448.0,128448.0,0.324189581481,0.542894510611,0.774704243959,0.155278840762,0.802061310049,0.576702814745,0.338077875453,0.528870015272,0.778459926442,2.11639596694e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.088,0.154,0.179,0.0,0.0,0.0,0.088,0.154,0.179,0.091,0.163,0.188,0.0,0.0,0.0,0.091,0.163,0.188,128448.0,0.01,0.001,0.0,2.06087009268e-18,8.51999211397e-12,4.93976369584e-11,4.09759911155e-31,0.0,0.76724,0.0,2.5648317686e-30,0.0,4.3924781217,0.0,0.805047022511,0.0,4.93682948972,2.299e-23,0.0,0.0100479268724,2.313e-26,0.0,2.313e-26,8.61862637536e-07,1.44329281861e-06,2.05956230906e-06,4.09733655297e-07,2.11639596694e-06,1.52174340784e-06,2.17170936834e-07,3.39730000155e-07,5.00058962116e-07,0.960490165145,0.944338588048
641,5197.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.027,3.474,5.283,1.122,3.807,5.854,0.0,0.7847869098,0.359520217353,0.48447481176,-0.132268238378,0.0514197375248,-0.0652769833737,-0.35551392586,0.299742438994,0.488128322114,0.636625272976,0.368703454263,-0.0587645351249,0.500004999554,-0.365857622993,-0.417208318708,0.573111474852,0.331919245788,5197.0,5197.0,0.323749000979,0.550674685044,0.769378954493,0.512684459988,0.587849401235,0.625769706805,0.793466574084,0.596023551427,0.123153245818,7.02952531918e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.084,0.154,0.19,0.0,0.0,0.0,0.084,0.154,0.19,0.087,0.161,0.2,0.0,0.0,0.0,0.087,0.161,0.2,5197.0,0.01,0.001,0.0,2.61450403733e-10,2.61595990613e-10,2.66045507648e-10,4.0545410749e-29,0.0,0.86408,0.0,1.59883180019e-28,0.0,1.21142154533,0.0,5.08100732668,0.0,3.24461565139,1.878e-21,0.0,0.0100479268724,1.94e-24,0.0,1.94e-24,2.58818456866e-06,4.40232315119e-06,6.15073631563e-06,4.19584082005e-06,4.81099527339e-06,5.12133736183e-06,7.02952531918e-06,5.28032658518e-06,1.09104641316e-06,0.9707906092,0.95754165871
642,53195.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.013,3.604,5.215,1.176,4.134,5.711,0.0,0.813579509113,0.517993047407,0.214444829661,-0.14899930177,0.0398021141739,-0.0832097697075,-0.301799634547,0.488773464972,0.264406402824,0.570156404689,0.517788125675,-0.0668648112921,0.485397356992,-0.583248561828,-0.191591980729,0.458160148027,0.41607860993,53195.0,53195.0,0.32405045488,0.55136628551,0.768756477628,0.307711863264,0.937964648488,0.159799021881,0.560134350201,0.631426568867,0.53623688595,2.21451459317e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.083,0.157,0.188,0.0,0.0,0.0,0.083,0.157,0.188,0.089,0.168,0.197,0.0,0.0,0.0,0.089,0.168,0.197,53195.0,0.01,0.001,0.0,8.96325468504e-12,1.23896041154e-11,5.00196517801e-11,5.49627615877e-31,0.0,0.85254,0.0,3.32820176113e-30,0.0,5.74507299545,0.0,4.04068669944,0.0,2.3950581796,3.167e-23,0.0,0.0100479268724,3.266e-26,0.0,3.266e-26,9.33474360395e-07,1.58829059784e-06,2.21451459317e-06,6.8041692553e-07,2.0740410058e-06,3.53349909938e-07,1.29368809012e-06,1.4583448268e-06,1.23849443011e-06,0.970734001696,0.958108418066
643,45215.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.027,3.189,5.201,1.163,3.604,5.8,0.0,0.791444167265,0.414028921639,0.420802651361,-0.116332708998,-0.107647626884,-0.0530174290662,-0.309168909651,0.380273110842,0.442879635399,0.179163409902,0.727154866444,-0.045551965596,0.522632649242,-0.414461056672,-0.372796463068,0.153935142228,0.624763102296,45215.0,45215.0,0.324483993328,0.559072908315,0.762985990214,0.101306235895,0.925567480519,0.364776487147,0.413598949848,0.842644357229,0.344799066,2.1915734675e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.084,0.147,0.188,0.0,0.0,0.0,0.084,0.147,0.188,0.089,0.157,0.199,0.0,0.0,0.0,0.089,0.157,0.199,45215.0,0.01,0.001,0.0,2.0394001678e-13,9.01578496793e-12,4.87694292403e-11,5.5106283646e-31,0.0,0.85023,0.0,3.51582669503e-30,0.0,1.7692029976,0.0,5.3575760858,0.0,4.36742856932,3.131e-23,0.0,0.0100479268724,3.411e-26,0.0,3.411e-26,9.32036131103e-07,1.60586087815e-06,2.1915734675e-06,2.2768303028e-07,2.08018792557e-06,8.19825307249e-07,4.52604182356e-07,9.22111529685e-07,3.77315995124e-07,0.965953723014,0.950850113147
644,125645.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.972,3.338,5.405,1.142,3.76,5.902,0.0,0.833875466814,0.0891548304949,0.523634154021,-0.0519898368549,0.140738948594,-0.0905391022343,-0.37424427369,0.0421544185731,0.591188935653,0.666448446954,0.23729519482,-0.0883938203631,0.385463529979,-0.156690261518,-0.58482946082,0.650657261311,0.231672595667,125645.0,125645.0,0.324229077387,0.560332337736,0.762170044454,0.752021287492,0.583664762802,0.306266922507,0.186926381412,0.691649129452,0.697624547777,2.54469437217e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.081,0.151,0.192,0.0,0.0,0.0,0.081,0.151,0.192,0.088,0.16,0.2,0.0,0.0,0.0,0.088,0.16,0.2,125645.0,0.01,0.001,0.0,1.66389054314e-11,1.87212197952e-11,5.38859258605e-11,1.30452742465e-31,0.0,0.88486,0.0,7.96387655291e-31,0.0,5.59490769911,0.0,3.35902879663,0.0,5.79424000854,9.799e-24,0.0,0.0100479268724,1.069e-26,0.0,1.069e-26,6.96601362075e-07,1.2038657138e-06,1.63751103195e-06,1.92697865389e-06,1.4955820502e-06,7.84778079929e-07,6.81843137981e-07,2.52289810163e-06,2.54469437217e-06,0.971232852678,0.957835049914
646,53111.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.891,3.298,5.548,1.013,3.706,6.194,0.0,0.792560526654,0.313707201052,0.497633058339,0.160240890264,0.0109453156247,0.0331861063689,-0.520042981086,0.304730788757,0.437204714157,0.597654279294,0.295388772485,0.0362314676025,0.314625289054,-0.301288603603,-0.528361138709,0.652498711871,0.322495463055,53111.0,53111.0,0.323549105823,0.570149640354,0.75514592214,0.323089328716,0.781324163167,0.533990484674,0.635358853864,0.562099860425,0.529493034635,2.34619609728e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.078,0.15,0.194,0.0,0.0,0.0,0.078,0.15,0.194,0.083,0.159,0.205,0.0,0.0,0.0,0.083,0.159,0.205,53111.0,0.01,0.001,0.0,1.47284171397e-11,1.70043414075e-11,5.14603132724e-11,8.22142819358e-31,0.0,0.90911,0.0,4.31268029738e-30,0.0,0.697644269273,0.0,2.16938206278,0.0,2.89678213518,4.285e-23,0.0,0.0100479268724,4.397e-26,0.0,4.397e-26,1.00524895534e-06,1.77142300825e-06,2.34619609728e-06,6.77068421545e-07,1.63734877897e-06,1.11903446646e-06,1.77107613351e-06,1.56686515249e-06,1.47597294159e-06,0.972568810077,0.959871997515
673,66513.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.21,3.502,4.868,1.387,3.991,5.351,0.0,0.814697294519,0.549139183294,0.0967667969061,-0.075307331427,0.140283529056,-0.0905056700174,-0.397953922914,0.455537207206,0.143171499673,0.420318631374,0.65479876419,-0.0706784181557,0.405850068921,-0.675414137289,-0.069898941837,0.328238617328,0.511350734759,66513.0,66513.0,0.331067347243,0.538447724982,0.774898999258,0.24639188511,0.874585333304,0.417602123704,0.187157546339,0.855511919921,0.482774696645,2.47228421014e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.091,0.154,0.182,0.0,0.0,0.0,0.091,0.154,0.182,0.097,0.165,0.191,0.0,0.0,0.0,0.097,0.165,0.191,66513.0,0.01,0.001,0.0,6.42092061769e-16,8.61467673453e-12,4.81068101337e-11,2.79888497251e-31,0.0,0.79373,0.0,1.60291856633e-30,0.0,1.4382290925,0.0,5.60798473042,0.0,3.51181148,1.53e-23,0.0,0.0100479268724,1.385e-26,0.0,1.385e-26,7.95009495223e-07,1.29300294217e-06,1.86080586738e-06,2.75403644426e-07,9.77564614377e-07,4.66773273546e-07,5.40853535582e-07,2.47228421014e-06,1.39513691367e-06,0.964751751833,0.949500704649
674,148521.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.224,3.393,4.827,1.319,3.875,5.222,0.0,0.798199598043,0.452847256175,0.365887129963,-0.142082551167,-0.0612039299424,0.0337500039766,-0.295315451369,0.475177637951,0.352281976096,0.748814696439,0.0320919541342,0.0289844740989,0.523151052144,-0.420291779599,-0.366762065123,0.643081410862,0.0275605423345,148521.0,148521.0,0.331939061232,0.542068349252,0.77199634997,0.0468255558767,0.867472882493,0.495275847843,0.479499489276,0.37148014968,0.79503631249,2.57655160246e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.091,0.152,0.181,0.0,0.0,0.0,0.091,0.152,0.181,0.095,0.162,0.188,0.0,0.0,0.0,0.095,0.162,0.188,148521.0,0.01,0.001,0.0,4.34688319255e-14,8.55073668154e-12,5.08175260778e-11,9.29953444518e-32,0.0,0.78682,0.0,7.80943613377e-31,0.0,5.73363594916,0.0,3.65339890789,0.0,5.1611720678,5.215e-24,0.0,0.0100479268724,4.814e-27,0.0,4.814e-27,6.09102362238e-07,9.94685924575e-07,1.41659977786e-06,1.39080383335e-07,2.57655160246e-06,1.4710589866e-06,8.69582710288e-07,6.73687298113e-07,1.44181557406e-06,0.962596475812,0.946673512138
675,127082.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.986,3.631,4.861,1.101,4.011,5.317,0.0,0.829377049445,0.216700378632,0.493756833162,-0.136099141072,-0.0534403336371,0.0251199297741,-0.308438860845,0.277559261842,0.591787077447,0.688632881385,0.0526129647125,0.0257609528798,0.464440029938,-0.1979681222,-0.492750108403,0.706205764442,0.0539555690248,127082.0,127082.0,0.330949539136,0.548390954206,0.767945156825,0.16154515866,0.796088090487,0.583221153507,0.0996933184191,0.765431401323,0.635748387438,1.98841336278e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.082,0.157,0.182,0.0,0.0,0.0,0.082,0.157,0.182,0.087,0.165,0.19,0.0,0.0,0.0,0.087,0.165,0.19,127082.0,0.01,0.001,0.0,2.43253805633e-15,9.04244521843e-12,5.03776715189e-11,3.47588557753e-31,0.0,0.79258,0.0,2.24177636397e-30,0.0,4.8623295846,0.0,3.88452875809,0.0,5.3467671991,2.068e-23,0.0,0.0100479268724,2.097e-26,0.0,2.097e-26,8.56915992211e-07,1.41992939428e-06,1.98841336278e-06,3.77207402451e-07,1.85886301531e-06,1.36181943299e-06,1.7498252443e-07,1.34349142957e-06,1.11587074741e-06,0.96404561373,0.949378594707
676,37604.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.088,3.746,5.025,1.237,4.161,5.548,0.0,0.788964104724,0.405133926786,0.440251369389,-0.100394385649,-0.0974773917626,-0.00377155982672,-0.284450332084,0.375315152749,0.412071574322,0.535769629176,0.566886445524,-0.00294917299832,0.544610620305,-0.391448445703,-0.422076890183,0.418945316071,0.443277125398,37604.0,37604.0,0.330704119587,0.551499414877,0.765821898798,0.17933156235,0.954438930973,0.238508946976,0.217966911685,0.696039681432,0.68411927855,2.28087373954e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.086,0.16,0.185,0.0,0.0,0.0,0.086,0.16,0.185,0.092,0.168,0.194,0.0,0.0,0.0,0.092,0.168,0.194,37604.0,0.01,0.001,0.0,1.51655529725e-16,8.76041424453e-12,4.95090742428e-11,3.23785698202e-31,0.0,0.82025,0.0,2.25443499471e-30,0.0,4.09482073519,0.0,0.773524668039,0.0,2.19526643696,1.965e-23,0.0,0.0100479268724,2.12e-26,0.0,2.12e-26,8.4544744612e-07,1.40991219712e-06,1.95782915958e-06,4.28558221969e-07,2.28087373954e-06,5.6997758175e-07,3.54341970893e-07,1.13152987594e-06,1.11215125091e-06,0.969791745715,0.956599116663
677,18706.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.21,3.542,5.099,1.373,3.964,5.582,0.0,0.811649622902,0.288498514913,0.483641697698,-0.15372045046,-0.0213126228914,-0.0761867453975,-0.357122249469,0.270288474651,0.556299837403,0.283827422401,0.635276242613,-0.0767861571987,0.449430811657,-0.325175151747,-0.441129308936,0.28606048152,0.640274383365,18706.0,18706.0,0.332981341557,0.556456949262,0.761235239458,0.64141733814,0.292557238923,0.70922074158,0.125416164554,0.98993906557,0.0655090232442,2.4206733852e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.091,0.155,0.186,0.0,0.0,0.0,0.091,0.155,0.186,0.097,0.164,0.195,0.0,0.0,0.0,0.097,0.164,0.195,18706.0,0.01,0.001,0.0,1.21007619894e-11,1.50619420312e-11,5.23517026113e-11,6.19391729459e-31,0.0,0.83293,0.0,3.75085638394e-30,0.0,0.159337751095,0.0,0.877478681979,0.0,2.24745798187,3.444e-23,0.0,0.0100479268724,3.792e-26,0.0,3.792e-26,9.79499840049e-07,1.63687698009e-06,2.23925398283e-06,1.57708718785e-06,7.19326163769e-07,1.74379905e-06,3.0667702909e-07,2.4206733852e-06,1.60187585856e-07,0.969689356977,0.956289462771
679,76937.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.149,3.522,5.276,1.326,3.971,5.759,0.0,0.79626317021,0.40963188103,0.416259092401,-0.133647476918,-0.0838654023848,-0.0613722670555,-0.40394264913,0.431661172529,0.502819682893,0.0929766821631,0.620693254555,-0.0745485852272,0.439853672552,-0.365546622988,-0.293507674661,0.112938309874,0.753952985724,76937.0,76937.0,0.33134075872,0.566174874001,0.754757784763,0.56160449965,0.588717905077,0.581387662592,0.0884871559696,0.664802305248,0.741760013862,2.47002726105e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.088,0.155,0.189,0.0,0.0,0.0,0.088,0.155,0.189,0.095,0.164,0.198,0.0,0.0,0.0,0.095,0.164,0.198,76937.0,0.01,0.001,0.0,3.80973310886e-13,8.56955643674e-12,5.10454110682e-11,1.07559074254e-31,0.0,0.86293,0.0,6.85594307165e-31,0.0,0.288239375573,0.0,5.72521393755,0.0,6.20554411023,6.046e-24,0.0,0.0100479268724,6.447e-27,0.0,6.447e-27,6.30917394708e-07,1.07807315295e-06,1.43716039354e-06,7.98910566308e-07,8.37480745317e-07,8.27053107756e-07,2.94658222893e-07,2.21376157583e-06,2.47002726105e-06,0.972173488224,0.95927826607
