Unnamed: 0,B_110_elel,B_110_elmu,B_110_mumu,B_90_elel,B_90_elmu,B_90_mumu,MA0,MH0,MHC,Mh,Mtr01,Mtr02,Mtr03,O_110_elel,O_110_elmu,O_110_mumu,O_90_elel,O_90_elmu,O_90_mumu,SR,S_110_elel,S_110_elmu,S_110_mumu,S_90_elel,S_90_elmu,S_90_mumu,U_e1_i,U_e1_r,U_e2_i,U_e2_r,U_e3_i,U_e3_r,U_mu1_i,U_mu1_r,U_mu2_i,U_mu2_r,U_mu3_i,U_mu3_r,U_tau1_i,U_tau1_r,U_tau2_i,U_tau2_r,U_tau3_i,U_tau3_r,Y1e,Y1mu,Y1tau,Y2e,Y2mu,Y2tau,Y3e,Y3mu,Y3tau,Yukawa_max,dB_110_elel,dB_110_elmu,dB_110_mumu,dB_90_elel,dB_90_elmu,dB_90_mumu,dS_110_stat_elel,dS_110_stat_elmu,dS_110_stat_mumu,dS_110_sys_elel,dS_110_sys_elmu,dS_110_sys_mumu,dS_110_tot_elel,dS_110_tot_elmu,dS_110_tot_mumu,dS_90_stat_elel,dS_90_stat_elmu,dS_90_stat_mumu,dS_90_sys_elel,dS_90_sys_elmu,dS_90_sys_mumu,dS_90_tot_elel,dS_90_tot_elmu,dS_90_tot_mumu,index,la2,laL,level_0,m_nu_1,m_nu_2,m_nu_3,mu_to_e_gamma,r_exp,r_max,r_obs,tau_to_mu_gamma,theta_1_i,theta_1_r,theta_2_i,theta_2_r,theta_3_i,theta_3_r,xsection1,xsection2,xsection_process,xsectionerror1,xsectionerror2,xsectionerror_process,y1e,y1mu,y1tau,y2e,y2mu,y2tau,y3e,y3mu,y3tau,CLdb,CLdbs,CLdb_3x6,CLdb_3x75,CLdb_3x75b,CLdb3x75b,CLdbQ
1101,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.096,3.51,4.408,1.201,3.744,4.77,0.0,0.839196840786,0.068981722633,0.520181875502,-0.124360791171,-0.0702523620643,-0.0164139985217,-0.253571025681,0.0696425004641,0.603237179825,0.578964892965,0.481130746583,-0.0140110727231,0.480608643122,-0.0871026979933,-0.590186652975,0.494207380896,0.410695655343,0.418557798597,0.64230783525,0.64206698561,0.235146621934,0.431042449242,0.871153530179,0.188349395569,0.816455159391,0.545825501322,2.50375868222e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.065,0.117,0.131,0.0,0.0,0.0,0.065,0.117,0.131,0.068,0.121,0.136,0.0,0.0,0.0,0.068,0.121,0.136,124263.0,0.01,0.001,0.0,2.35869138887e-12,8.79664281667e-12,4.8137367297e-11,4.29648462306e-31,0.0,0.73041,0.0,1.1051535848e-30,0.0,0.490936242722,0.0,2.49013219179,0.0,0.213048902225,7.758e-24,0.0,0.00574484013078,6.788e-27,0.0,6.788e-27,9.20611288945e-07,1.41274597222e-06,1.41221622723e-06,3.32137081241e-07,6.08833670689e-07,1.23047649355e-06,5.7759624521e-07,2.50375868222e-06,1.67384004154e-06,0.958262479376,0.0155146568317,0.953340016147,0.934991983168,0.934602319946,0.956976347357,0.956939961556
1125,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.166,3.215,4.097,1.283,3.514,4.412,0.0,0.800467794472,0.452711991915,0.359391876867,-0.10798024551,0.116107311617,-0.067710752431,-0.495022300882,0.427269853385,0.401622660104,0.129665475962,0.624255357411,-0.0800629607487,0.321262210607,-0.478085344106,-0.30571791941,0.153319842709,0.738135826042,0.424964803776,0.616991236155,0.662364499395,0.451473860323,0.712418682999,0.537243867865,0.449767712063,0.527022436004,0.721079993574,2.12055870385e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.067,0.112,0.126,0.0,0.0,0.0,0.067,0.112,0.126,0.071,0.117,0.131,0.0,0.0,0.0,0.071,0.117,0.131,66767.0,0.01,0.001,0.0,1.36856219358e-11,1.62021863332e-11,5.0262592571e-11,1.29647590426e-30,0.0,0.67732,0.0,3.23823451078e-30,0.0,3.98652539817,0.0,2.24851754538,0.0,6.26704004447,2.55e-23,0.0,0.00574484013078,2.3e-26,0.0,2.3e-26,1.25863346464e-06,1.82736502015e-06,1.96174863735e-06,8.7991762723e-07,1.38849623916e-06,1.047082436e-06,1.32268104097e-06,1.54987244654e-06,2.12055870385e-06,0.945508746171,0.0199546487954,0.939035361562,0.916347263403,0.915841977035,0.944437299048,0.944185135787
1126,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.201,3.316,4.093,1.283,3.596,4.424,0.0,0.838360538826,0.0541436411215,0.523117122282,-0.0790220112696,-0.119683211752,0.0767250560057,-0.276429359808,0.105988001864,0.556516287019,0.771728588945,0.0345141357329,0.0614403801378,0.459430910415,-0.0268555351643,-0.633839008326,0.617989745937,0.02763844994,0.426309827414,0.620022810513,0.658658975111,0.149497888823,0.787597648638,0.597779495381,0.150511660434,0.779661031643,0.607844483245,2.10392556633e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.068,0.114,0.126,0.0,0.0,0.0,0.068,0.114,0.126,0.071,0.118,0.131,0.0,0.0,0.0,0.071,0.118,0.131,127400.0,0.01,0.001,0.0,7.27246178114e-13,8.69557604717e-12,4.96824078288e-11,2.63838366337e-31,0.0,0.67666,0.0,6.93639118844e-31,0.0,1.67496012255,0.0,2.6918152791,0.0,3.84613853177,5.149e-24,0.0,0.00574484013078,4.759e-27,0.0,4.759e-27,8.46395264107e-07,1.23099289932e-06,1.30770111629e-06,3.24649953517e-07,1.71034883525e-06,1.29813930429e-06,4.06157698752e-07,2.10392556633e-06,1.64027634671e-06,0.947837980348,0.0192286226101,0.94188196194,0.920052710611,0.919575725028,0.946785688986,0.946521672531
1127,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.314,3.269,4.132,1.431,3.572,4.486,0.0,0.831835386703,0.435256686827,0.309777680976,-0.133396138836,-0.0696043426268,-0.0708798341338,-0.31400514887,0.476372956329,0.394914671985,0.147455184764,0.701245315429,-0.0673685083602,0.447088569643,-0.492989842782,-0.297761025293,0.140150382248,0.666506228074,0.424380659836,0.624203933186,0.655950078399,0.428980291497,0.756858825426,0.49309292013,0.791845607034,0.196102777186,0.578380701097,5.86578525477e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.071,0.113,0.127,0.0,0.0,0.0,0.071,0.113,0.127,0.075,0.118,0.132,0.0,0.0,0.0,0.075,0.118,0.132,119609.0,0.01,0.001,0.0,1.82177979365e-10,1.82384843786e-10,1.89290095742e-10,2.8173253508e-29,0.0,0.68329,0.0,6.95305323609e-29,0.0,1.88755021591,0.0,6.20972485859,0.0,4.31085034836,6.389e-22,0.0,0.00574484013078,5.959e-25,0.0,5.959e-25,2.81224573323e-06,4.13641575572e-06,4.34678811683e-06,2.97824447069e-06,5.25457848902e-06,3.42335368786e-06,5.86578525477e-06,1.45267810873e-06,4.28449303501e-06,0.949975568232,0.0181310311167,0.943951101392,0.922241480755,0.921791638101,0.948998074743,0.948747943058
1128,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.337,3.265,4.404,1.45,3.53,4.711,0.0,0.835088338712,0.515693259258,0.115433994464,0.149293486153,-0.032777687799,0.0282363315608,-0.469738387677,0.544294378715,0.103525636581,0.683008143276,0.0712355586178,0.029221708058,0.283411564774,-0.623410620027,-0.158495192313,0.706843398586,0.0737214992959,0.423420515165,0.63721703474,0.643948381452,0.527625989576,0.669463049183,0.522905384275,0.529878705647,0.536104005124,0.657130925305,2.17198737832e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.072,0.113,0.131,0.0,0.0,0.0,0.072,0.113,0.131,0.075,0.117,0.135,0.0,0.0,0.0,0.075,0.117,0.135,54237.0,0.01,0.001,0.0,2.32932236501e-11,2.4955540396e-11,5.35613049965e-11,1.62372211762e-30,0.0,0.72975,0.0,3.78429820017e-30,0.0,3.17859704921,0.0,5.44543976806,0.0,6.10473291902,3.075e-23,0.0,0.00574484013078,2.691e-26,0.0,2.691e-26,1.3141293676e-06,1.97766898129e-06,1.99856041211e-06,1.34349339225e-06,1.70465291836e-06,1.33147332092e-06,1.75138593602e-06,1.77196215815e-06,2.17198737832e-06,0.957526709612,0.0151310941794,0.95201464962,0.932304282889,0.931920369855,0.956087808217,0.95607703468
1129,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.201,3.425,4.443,1.31,3.685,4.793,0.0,0.824873352585,0.0184869832343,0.542063754227,0.156547627681,0.0300318208998,-0.013642777424,-0.475553835685,0.00862390344113,0.516046020248,0.711450003867,0.0335178946604,-0.0130941654708,0.305081823476,-0.0311981197844,-0.662173639163,0.682840728495,0.0321700519827,0.424512728567,0.639804504493,0.640655242166,0.513737034607,0.568215360276,0.642810674787,0.158062807648,0.705172947159,0.69119263844,2.61848932206e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.068,0.115,0.131,0.0,0.0,0.0,0.068,0.115,0.131,0.071,0.12,0.137,0.0,0.0,0.0,0.071,0.12,0.137,48757.0,0.01,0.001,0.0,1.77547126965e-17,8.78766303899e-12,5.02415706556e-11,1.00191209549e-31,0.0,0.73639,0.0,1.99889950022e-31,0.0,3.95933696724,0.0,5.98829688264,0.0,3.01676467367,1.397e-24,0.0,0.00574484013078,1.232e-27,0.0,1.232e-27,6.08219036359e-07,9.16677529302e-07,9.17896420546e-07,5.48511008304e-07,6.06676877865e-07,6.86321420541e-07,5.86928037594e-07,2.61848932206e-06,2.56657682421e-06,0.959075996348,0.0149526890846,0.95401477021,0.935475234995,0.935082607897,0.957886238578,0.957674014802
1156,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.442,3.355,3.918,1.605,3.623,4.233,0.0,0.815798702621,0.557846135465,0.0198915575101,-0.141793063993,-0.0527182975091,-0.0812588400275,-0.350609461124,0.594528169951,0.0768352992753,0.0679762339087,0.711675368572,-0.0775917501352,0.446006730668,-0.572691059431,0.0327040892597,0.0649085681606,0.67955852381,0.430696426427,0.613665597794,0.661751556362,0.51521436441,0.636791146354,0.573629841127,0.138949169389,0.717971479007,0.682063108267,2.69086468501e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.075,0.114,0.123,0.0,0.0,0.0,0.075,0.114,0.123,0.079,0.119,0.128,0.0,0.0,0.0,0.079,0.119,0.128,64304.0,0.01,0.001,0.0,1.5551058326e-18,8.75563063788e-12,5.11370280426e-11,3.8948661638e-32,0.0,0.64682,0.0,8.8935091388e-32,0.0,5.80104026758,0.0,0.280503717421,0.0,0.0835121894683,6.149e-25,0.0,0.00574484013078,5.978e-28,0.0,5.978e-28,5.0264372292e-07,7.16177664306e-07,7.7229632179e-07,7.05508670804e-07,8.71989809055e-07,7.85499890343e-07,5.20763601134e-07,2.69086468501e-06,2.55628473365e-06,0.947758481455,0.0190888600397,0.941506063909,0.919177873428,0.918691597898,0.94698312252,0.946785997361
1157,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.283,3.456,3.81,1.396,3.67,4.105,0.0,0.809416767275,0.156090516927,0.547909777743,0.113098902061,-0.08650873474,0.0729321839323,-0.454479386734,0.20967693011,0.548648593641,0.569244561708,0.345123627447,0.0802526324747,0.355715329184,-0.102411676278,-0.565652526041,0.626381552503,0.379764846444,0.430090987654,0.616569973695,0.659441589435,0.731261259887,0.156733451666,0.663846062666,0.405614395003,0.806695473452,0.4297899204,3.05239697953e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.071,0.116,0.122,0.0,0.0,0.0,0.071,0.116,0.122,0.074,0.119,0.126,0.0,0.0,0.0,0.074,0.119,0.126,145171.0,0.01,0.001,0.0,4.52597216957e-11,4.60513379451e-11,6.68991448835e-11,3.58104853854e-30,0.0,0.62827,0.0,8.8143793034e-30,0.0,0.477086063258,0.0,4.10358995837,0.0,4.09750026396,6.887e-23,0.0,0.00574484013078,6.495e-26,0.0,6.495e-26,1.63294508283e-06,2.34095792674e-06,2.50373044726e-06,2.63042010735e-06,5.6378594816e-07,2.38792088028e-06,1.53477513499e-06,3.05239697953e-06,1.62625116669e-06,0.94360463864,0.0212899507533,0.937618482333,0.914956787403,0.914435266833,0.942841720165,0.942852068093
1158,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.337,3.468,3.934,1.427,3.763,4.249,0.0,0.834101027413,0.0211953380674,0.527251401035,0.139786518536,0.0793216430439,-0.0185072952739,-0.484564130747,0.0110952351752,0.567491075332,0.633100068177,0.204621997994,-0.0202786662978,0.262143729616,-0.0381978412382,-0.630815676604,0.693695368538,0.224206787275,0.430434232909,0.620698866185,0.655331434205,0.144378683889,0.755593233141,0.638931656493,0.888495189447,0.183270657978,0.420699612852,4.91085494679e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.072,0.116,0.124,0.0,0.0,0.0,0.072,0.116,0.124,0.074,0.121,0.129,0.0,0.0,0.0,0.074,0.121,0.129,119704.0,0.01,0.001,0.0,1.0159443649e-10,1.01947091396e-10,1.13172636607e-10,1.02278685466e-29,0.0,0.64947,0.0,2.05636521448e-29,0.0,2.58658385803,0.0,5.91272052656,0.0,4.8559991149,2.046e-22,0.0,0.00574484013078,1.948e-25,0.0,1.948e-25,2.14547532996e-06,3.09383873986e-06,3.26646283576e-06,7.71529947291e-07,4.03773459929e-06,3.41431916387e-06,4.91085494679e-06,1.01296622426e-06,2.32527401321e-06,0.948593779114,0.0191215351391,0.942706114786,0.921085931513,0.920605800628,0.948429874548,0.94774209089
1159,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.291,3.401,4.004,1.388,3.65,4.346,0.0,0.81558262986,0.554377679838,0.0495856195242,-0.0200869810815,0.156933557581,-0.0812809264192,-0.451660325966,0.621946051976,0.111320445876,0.594681965604,0.191155924561,-0.0995058927815,0.338112277388,-0.539072395577,0.0199618015652,0.7280227049,0.234017275293,0.42960890802,0.621070099032,0.655521256893,0.0708043223747,0.744998257638,0.663298080843,0.439634933771,0.0962084244521,0.893008994397,2.09378712392e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.071,0.115,0.125,0.0,0.0,0.0,0.071,0.115,0.125,0.073,0.119,0.13,0.0,0.0,0.0,0.073,0.119,0.13,120585.0,0.01,0.001,0.0,2.73618627799e-12,9.36918521046e-12,4.95268355545e-11,3.05053611138e-31,0.0,0.66141,0.0,1.00365400441e-30,0.0,3.37931471249,0.0,2.57263664521,0.0,1.14567165333,5.279e-24,0.0,0.00574484013078,5.024e-27,0.0,5.024e-27,8.58278262646e-07,1.24078191962e-06,1.30960889076e-06,1.98992651307e-07,2.09378712392e-06,1.86417211954e-06,9.07050072836e-07,1.98496187867e-07,1.84244656462e-06,0.948271597354,0.0191361303845,0.94257778549,0.920902494668,0.920429563146,0.948187971753,0.948307771356
1160,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.259,3.199,4.066,1.38,3.502,4.393,0.0,0.803491658421,0.539636795744,0.201782240152,0.145260484121,-0.0371025988149,0.0681144090991,-0.433720988852,0.45437522199,0.117758199112,0.650768996886,0.404255374704,0.0555667137776,0.398195964657,-0.611693193054,-0.271263078934,0.530887591386,0.329785474121,0.430652048814,0.630300599272,0.645956629666,0.563618049848,0.270995966897,0.78031780693,0.600314281209,0.783643605526,0.159766903003,2.93548655442e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.07,0.112,0.126,0.0,0.0,0.0,0.07,0.112,0.126,0.073,0.117,0.131,0.0,0.0,0.0,0.073,0.117,0.131,83356.0,0.01,0.001,0.0,3.91879829564e-11,4.02097417555e-11,6.30903176789e-11,3.34881552584e-30,0.0,0.67202,0.0,6.87751112162e-30,0.0,0.615128870979,0.0,5.3620692736,0.0,5.83027567866,5.7e-23,0.0,0.00574484013078,5.3e-26,0.0,5.3e-26,1.5594800187e-06,2.28244865675e-06,2.33914237651e-06,1.82992550275e-06,8.79855482095e-07,2.53349490055e-06,2.24874482289e-06,2.93548655442e-06,5.98478175919e-07,0.945682874495,0.0197269635598,0.939295367711,0.916607823084,0.91612059811,0.94472648093,0.944435114744
1161,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.275,3.479,4.33,1.368,3.736,4.657,0.0,0.789893919554,0.142126226587,0.579358905057,-0.0342953876371,0.13796672456,-0.0760147775149,-0.435713467514,0.0624411083956,0.495484719561,0.561809259872,0.48922580064,-0.0665064653369,0.419547391539,-0.197990735843,-0.596270965276,0.491535321015,0.428030967344,0.428692062659,0.632426389187,0.645182127522,0.563369106808,0.704425266638,0.431741002473,0.704641606602,0.325248860511,0.630629356263,6.86012487858e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.07,0.116,0.13,0.0,0.0,0.0,0.07,0.116,0.13,0.073,0.121,0.135,0.0,0.0,0.0,0.073,0.121,0.135,65375.0,0.01,0.001,0.0,3.16368112001e-10,3.16483357715e-10,3.20316335279e-10,8.99733283951e-29,0.0,0.71713,0.0,2.22755814902e-28,0.0,0.272757016944,0.0,1.23812945631,0.0,1.08245249159,1.966e-21,0.0,0.00574484013078,1.725e-24,0.0,1.725e-24,3.7621209585e-06,5.55005511114e-06,5.66199707301e-06,5.07416172455e-06,6.34462856161e-06,3.88861164589e-06,6.86012487858e-06,3.1665002163e-06,6.13956952801e-06,0.958307360179,0.0152884130408,0.953121251036,0.934286608096,0.933889291583,0.957172831527,0.956585823926
1162,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.302,3.394,4.163,1.419,3.712,4.474,0.0,0.78179047436,0.033516764827,0.601622554169,-0.137571061955,-0.0824911262104,0.0383990540998,-0.289041327329,0.0609483317792,0.561954595596,0.763769314061,0.110133518878,0.0306261539005,0.550314743249,-0.00774304753534,-0.563346525105,0.609163874092,0.0878398225641,0.428894079665,0.637477706317,0.640056280633,0.147496796657,0.79552051391,0.587700439786,0.141929621061,0.793726302188,0.591485029295,2.41346710034e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.071,0.115,0.127,0.0,0.0,0.0,0.071,0.115,0.127,0.074,0.12,0.132,0.0,0.0,0.0,0.074,0.12,0.132,47555.0,0.01,0.001,0.0,6.20883689802e-16,8.5125360482e-12,4.86127213227e-11,4.08891149022e-31,0.0,0.6886,0.0,9.95014768631e-31,0.0,4.67961988871,0.0,0.548674927796,0.0,5.84760029014,7.244e-24,0.0,0.00574484013078,6.411e-27,0.0,6.411e-27,9.27236391569e-07,1.37817833385e-06,1.38375301547e-06,1.95113053337e-07,1.0523376777e-06,7.77427238107e-07,4.31562454274e-07,2.41346710034e-06,1.79851625757e-06,0.952982936734,0.0172049891319,0.947340497219,0.926738599639,0.926305210845,0.952294314408,0.951828194946
1187,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.322,3.39,3.744,1.427,3.615,4.086,0.0,0.802390318765,0.208927817792,0.541706164733,0.0244853180413,-0.135918518222,0.0800902881518,-0.411383346621,0.256994190385,0.505285450534,0.70116212314,0.106590639963,0.0780702260688,0.417641118689,-0.156610445016,-0.563042952307,0.683477194646,0.103902177789,0.435918496333,0.599948713008,0.670847677431,0.151523862918,0.826518135652,0.542133092889,0.590092745425,0.448055502661,0.671592747379,2.20880000945e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.072,0.115,0.121,0.0,0.0,0.0,0.072,0.115,0.121,0.074,0.119,0.126,0.0,0.0,0.0,0.074,0.119,0.126,114284.0,0.01,0.001,0.0,1.45097237077e-11,1.69772523175e-11,5.12853758307e-11,4.97357779297e-31,0.0,0.61701,0.0,1.223118055e-30,0.0,3.1072126446,0.0,2.62581212831,0.0,3.85511058291,1.057e-23,0.0,0.00574484013078,1.022e-26,0.0,1.022e-26,1.03593703714e-06,1.42574609111e-06,1.59423369546e-06,4.0493474421e-07,2.20880000945e-06,1.44880496754e-06,1.81026192256e-06,1.37452599096e-06,2.0602842307e-06,0.940723799337,0.022213734431,0.934397810177,0.910978416072,0.910435849149,0.940667661984,0.940328730159
1191,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.372,3.53,3.942,1.52,3.79,4.222,0.0,0.830849516038,0.212060907346,0.48910333687,-0.121626764252,-0.103460665737,0.0247310202203,-0.281350291016,0.270838698548,0.584779497976,0.6409565719,0.30673180702,0.0238504190046,0.478905658347,-0.203930722277,-0.508821870664,0.618133933312,0.295809960702,0.438124551058,0.615002231253,0.65560592837,0.283663955502,0.762715661816,0.581205281781,0.246323183537,0.568752023108,0.784758577821,2.01916467365e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.073,0.117,0.124,0.0,0.0,0.0,0.073,0.117,0.124,0.077,0.121,0.128,0.0,0.0,0.0,0.077,0.121,0.128,18758.0,0.01,0.001,0.0,6.26757921376e-12,1.09538435613e-11,5.11396057214e-11,9.30119206627e-31,0.0,0.6508,0.0,2.83088168143e-30,0.0,3.57603303656,0.0,3.96708381137,0.0,4.56320519293,1.832e-23,0.0,0.00574484013078,1.76e-26,0.0,1.76e-26,1.19464025226e-06,1.67693506084e-06,1.78764972143e-06,7.50953817801e-07,2.01916467365e-06,1.53864569965e-06,4.28723220728e-07,9.89907631272e-07,1.36586504017e-06,0.95081521324,0.018332855357,0.94495635766,0.92401349658,0.923554386559,0.949959975911,0.949977280276
1192,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.287,3.304,4.179,1.427,3.534,4.575,0.0,0.830505860556,0.534412604673,0.00966923683152,0.131546143377,0.085236738384,0.0701258036814,-0.46098982775,0.609938903361,-0.0341034643186,0.020653443463,0.639496421828,0.0824593698006,0.293310787873,-0.58058452044,-0.0635828305398,0.0242859239076,0.751969591297,0.432996933168,0.622670660628,0.651762920286,0.121554307517,0.624827849147,0.771242315524,0.0783535403919,0.643333449477,0.76156601519,2.53499232706e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.071,0.113,0.127,0.0,0.0,0.0,0.071,0.113,0.127,0.074,0.117,0.133,0.0,0.0,0.0,0.074,0.117,0.133,13200.0,0.01,0.001,0.0,5.79918209532e-15,8.46835973595e-12,5.09556022486e-11,3.76012762367e-31,0.0,0.69125,0.0,8.36774722785e-31,0.0,4.76174899819,0.0,5.78800547074,0.0,0.335242216464,6.254e-24,0.0,0.00574484013078,6.016e-27,0.0,6.016e-27,9.02529117861e-07,1.29788079085e-06,1.35852004585e-06,1.28705898545e-07,6.6158930443e-07,8.16617997695e-07,2.6081208947e-07,2.14143662616e-06,2.53499232706e-06,0.951523324105,0.0176151312397,0.945613862853,0.924568041762,0.924124142226,0.950542851369,0.950272062987
1193,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.318,3.436,4.093,1.423,3.759,4.393,0.0,0.789923329691,0.459678816622,0.373733526905,-0.0785871552947,0.137345653912,-0.0949137390658,-0.355033156236,0.362085858904,0.386130505021,0.737672235843,0.201443730233,-0.0775358692963,0.484718642402,-0.505731960895,-0.336230403174,0.602610945736,0.164561157232,0.43789858211,0.624783512876,0.64644442439,0.604471280707,0.574664454745,0.551702125474,0.527898597163,0.662742992077,0.531125971466,2.32683767148e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.072,0.116,0.126,0.0,0.0,0.0,0.072,0.116,0.126,0.074,0.121,0.131,0.0,0.0,0.0,0.074,0.121,0.131,43957.0,0.01,0.001,0.0,3.38718344992e-11,3.50081756534e-11,6.0720672482e-11,2.93454321806e-30,0.0,0.67666,0.0,7.03374351774e-30,0.0,6.19467219578,0.0,1.03882360365,0.0,4.95553634056,5.564e-23,0.0,0.00574484013078,5.207e-26,0.0,5.207e-26,1.57618950477e-06,2.24887052843e-06,2.32683767148e-06,1.94477149651e-06,1.84887369726e-06,1.77499676566e-06,1.71802056868e-06,2.15686515982e-06,1.72852390297e-06,0.952142082595,0.0176023705064,0.946488576954,0.925748242852,0.92530842469,0.951415308488,0.951533387224
1194,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.419,3.553,4.194,1.543,3.841,4.568,0.0,0.783722510727,0.401492349187,0.449551184719,0.109461963211,0.102492588276,-0.0532529568503,-0.484432835876,0.294298106827,0.39100949708,0.720032661974,0.0673952024446,-0.0496450433201,0.381842043212,-0.447520907953,-0.443771180135,0.671250101587,0.0628291449493,0.435591854833,0.628519166651,0.644378299724,0.348142001239,0.839369906507,0.417438985989,0.541426697784,0.388960726044,0.745363458,2.15083140413e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.074,0.118,0.128,0.0,0.0,0.0,0.074,0.118,0.128,0.077,0.122,0.133,0.0,0.0,0.0,0.077,0.122,0.133,147642.0,0.01,0.001,0.0,1.60044228743e-11,1.81615920166e-11,5.37195847049e-11,1.35900154682e-30,0.0,0.69391,0.0,3.04208793193e-30,0.0,6.19162901326,0.0,0.814556608301,0.0,0.755518273874,2.486e-23,0.0,0.00574484013078,2.234e-26,0.0,2.234e-26,1.28182950872e-06,1.84956262536e-06,1.89623178257e-06,8.92091488575e-07,2.15083140413e-06,1.06966055539e-06,1.51879500719e-06,1.09110173386e-06,2.09087269466e-06,0.958353460184,0.015236022423,0.953096587653,0.933990553381,0.933591123346,0.957400880753,0.95721394644
