Unnamed: 0,B_110_elel,B_110_elmu,B_110_mumu,B_90_elel,B_90_elmu,B_90_mumu,MA0,MH0,MHC,Mh,Mtr01,Mtr02,Mtr03,O_110_elel,O_110_elmu,O_110_mumu,O_90_elel,O_90_elmu,O_90_mumu,SR,S_110_elel,S_110_elmu,S_110_mumu,S_90_elel,S_90_elmu,S_90_mumu,U_e1_i,U_e1_r,U_e2_i,U_e2_r,U_e3_i,U_e3_r,U_mu1_i,U_mu1_r,U_mu2_i,U_mu2_r,U_mu3_i,U_mu3_r,U_tau1_i,U_tau1_r,U_tau2_i,U_tau2_r,U_tau3_i,U_tau3_r,Y1e,Y1mu,Y1tau,Y2e,Y2mu,Y2tau,Y3e,Y3mu,Y3tau,Yukawa_max,dB_110_elel,dB_110_elmu,dB_110_mumu,dB_90_elel,dB_90_elmu,dB_90_mumu,dS_110_stat_elel,dS_110_stat_elmu,dS_110_stat_mumu,dS_110_sys_elel,dS_110_sys_elmu,dS_110_sys_mumu,dS_110_tot_elel,dS_110_tot_elmu,dS_110_tot_mumu,dS_90_stat_elel,dS_90_stat_elmu,dS_90_stat_mumu,dS_90_sys_elel,dS_90_sys_elmu,dS_90_sys_mumu,dS_90_tot_elel,dS_90_tot_elmu,dS_90_tot_mumu,index,la2,laL,m_nu_1,m_nu_2,m_nu_3,mu_to_e_gamma,r_exp,r_max,r_obs,tau_to_mu_gamma,theta_1_i,theta_1_r,theta_2_i,theta_2_r,theta_3_i,theta_3_r,xsection1,xsection2,xsection_process,xsectionerror1,xsectionerror2,xsectionerror_process,y1e,y1mu,y1tau,y2e,y2mu,y2tau,y3e,y3mu,y3tau,CLdb550,CLdb,CLdbs
1239,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.449,2.121,5.426,0.479,2.221,5.706,0.0,0.819777021404,0.504599876505,0.226210818537,0.101658626717,0.108806199273,-0.00685388079507,-0.482968567049,0.480453580727,0.220452739712,0.515191679921,0.470995612316,-0.00687710738277,0.307591820653,-0.589559626727,-0.259214241626,0.516937573246,0.472591732999,0.373690545761,0.7794422484,0.502817220687,0.443203906648,0.380724371457,0.811553602734,0.799410684285,0.486758520461,0.352148691051,4.02111763063e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.032,0.07,0.112,0.0,0.0,0.0,0.032,0.07,0.112,0.033,0.071,0.114,0.0,0.0,0.0,0.033,0.071,0.114,13209.0,0.01,0.001,8.35814883774e-11,8.40644514378e-11,9.74024301428e-11,1.1494040619e-29,0.0,0.91619,0.0,1.85671088517e-29,0.0,4.33423447872,0.0,5.07926556834,0.0,3.93817371653,1.272e-22,0.0,0.0033878632056,1.082e-25,0.0,1.082e-25,1.79349636466e-06,3.74086755692e-06,2.41322898751e-06,2.06637301433e-06,1.77507137296e-06,3.78374928383e-06,4.02111763063e-06,2.44844521966e-06,1.7713439888e-06,0.955193108776,0.959591738412,0.0132585855035
1240,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.445,2.063,5.445,0.477,2.194,5.724,0.0,0.802812309997,0.00958306790862,0.579455367497,0.0994664910192,-0.0986836053734,0.0746226092206,-0.440554689938,0.063979364948,0.610917305122,0.453352579477,0.466370193315,0.0856533619292,0.385355586276,0.053026321554,-0.532930143897,0.520367392363,0.535309276615,0.375181067287,0.787461037479,0.48902380433,0.922518966262,0.293353588808,0.250803566204,0.0634148534198,0.539398474467,0.839659360758,6.8090387856e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.032,0.069,0.112,0.0,0.0,0.0,0.032,0.069,0.112,0.033,0.071,0.115,0.0,0.0,0.0,0.033,0.071,0.115,48745.0,0.01,0.001,2.12195265925e-10,2.12368371977e-10,2.18020179119e-10,5.13584466926e-29,0.0,0.91935,0.0,1.03639273401e-28,0.0,2.84495125425,0.0,1.08409476246,0.0,5.674995565,6.529e-22,0.0,0.0033878632056,5.303e-25,0.0,5.303e-25,2.7102068642e-06,5.68840619943e-06,3.53257609941e-06,6.8090387856e-06,2.16521940159e-06,1.85116108428e-06,5.0660117427e-07,4.30908353214e-06,6.70777263066e-06,0.955432289112,0.959681431308,0.0131250533309
1322,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.518,2.15,4.956,0.578,2.274,5.229,0.0,0.801658399958,0.549422085133,0.181088555408,0.126262619773,-0.0821210575558,0.0769549868385,-0.36591494156,0.582743234564,0.133599932559,0.055610824172,0.706861374223,0.0747673544261,0.460367068797,-0.50761655025,-0.224118553384,0.054029951425,0.686767122807,0.386760056873,0.761043652348,0.520796714303,0.330095854403,0.755653830047,0.565706651934,0.158279475818,0.634201520686,0.756793260207,2.32033561045e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.034,0.07,0.107,0.0,0.0,0.0,0.034,0.07,0.107,0.036,0.072,0.109,0.0,0.0,0.0,0.036,0.072,0.109,115280.0,0.01,0.001,2.38687388174e-16,8.46465091063e-12,5.06290903984e-11,4.96508027609e-32,0.0,0.83522,0.0,1.27909881956e-31,0.0,5.89928925295,0.0,6.02722450499,0.0,0.70304501828,2.641e-25,0.0,0.0033878632056,2.352e-28,0.0,2.352e-28,3.96097710035e-07,7.79417736074e-07,5.33370450912e-07,8.07121204232e-07,1.84765794891e-06,1.38321589944e-06,4.85286436143e-07,1.94446812627e-06,2.32033561045e-06,0.940707315185,0.946508980921,0.0178396216457
1323,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.557,2.224,4.883,0.617,2.357,5.179,0.0,0.813661740846,0.32005175454,0.461652731013,0.00151247009356,-0.14965264542,0.0791950995518,-0.415767718061,0.405481131366,0.488914133867,0.634591149256,0.121274217881,0.0917449576622,0.387817966387,-0.247797199531,-0.468602390177,0.73515329169,0.140492253283,0.387968624134,0.770425554049,0.505890118856,0.130371692506,0.520259043433,0.843998666776,0.871095861425,0.399296858885,0.285926596685,2.82910271963e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.036,0.071,0.106,0.0,0.0,0.0,0.036,0.071,0.106,0.038,0.074,0.109,0.0,0.0,0.0,0.038,0.074,0.109,136031.0,0.01,0.001,2.59144102296e-11,2.73142941013e-11,5.63908796289e-11,1.95900320564e-30,0.0,0.82258,0.0,3.07990700767e-30,0.0,5.68543127275,0.0,5.58393136824,0.0,1.52128522137,2.094e-23,0.0,0.0033878632056,1.776e-26,0.0,1.776e-26,1.1857549e-06,2.35466431813e-06,1.54616030777e-06,4.37008877326e-07,1.74392014185e-06,2.82910271963e-06,2.47461928455e-06,1.13432717455e-06,8.12263611222e-07,0.939268580223,0.945338719744,0.0183768677289
1324,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.497,2.24,5.105,0.525,2.384,5.378,0.0,0.814572060823,0.411379116806,0.384188444179,0.116424994857,-0.0780002558624,0.0755887099978,-0.410831707491,0.398586722116,0.300772806927,0.688139664425,0.320361984094,0.0633106626153,0.397451598017,-0.450455542048,-0.480541995896,0.576363561805,0.268324852882,0.388034934707,0.774563301828,0.499480310832,0.85640786949,0.50794653537,0.0924979906911,0.319282370325,0.381093200785,0.867655888193,5.27312582013e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.034,0.072,0.108,0.0,0.0,0.0,0.034,0.072,0.108,0.035,0.074,0.111,0.0,0.0,0.0,0.035,0.074,0.111,89410.0,0.01,0.001,1.22435919085e-10,1.22746240811e-10,1.32257400206e-10,1.78870905319e-29,0.0,0.86088,0.0,3.64881963773e-29,0.0,6.1921182386,0.0,1.97624813997,0.0,5.48272710911,2.377e-22,0.0,0.0033878632056,1.978e-25,0.0,1.978e-25,2.17691214675e-06,4.34537230894e-06,2.802131093e-06,4.8138368625e-06,2.85514863099e-06,5.19927774088e-07,1.94041916131e-06,2.31607071914e-06,5.27312582013e-06,0.946668604142,0.951977627496,0.0161437358543
1325,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.486,2.375,5.309,0.525,2.519,5.619,0.0,0.78720982356,0.443667894106,0.398727186755,0.0490172512102,0.148571306302,-0.0766679948416,-0.484737372423,0.394254416716,0.432428058611,0.645298418004,0.0176374343888,-0.0887811184971,0.362726212222,-0.450456574731,-0.314378328754,0.747252036957,0.0204240525096,0.387109647055,0.781102629586,0.489923262573,0.208639716226,0.402425794892,0.89136016762,0.275571908018,0.725058724397,0.6311497205,2.20383246586e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.033,0.074,0.11,0.0,0.0,0.0,0.033,0.074,0.11,0.035,0.076,0.113,0.0,0.0,0.0,0.035,0.076,0.113,67796.0,0.01,0.001,1.67310701366e-16,8.74346513936e-12,5.05569719302e-11,7.33320223958e-32,0.0,0.89604,0.0,1.8889141778e-31,0.0,5.84633000688,0.0,5.93667011511,0.0,2.51513432873,7.242e-25,0.0,0.0033878632056,5.674e-28,0.0,5.674e-28,5.102338199e-07,1.02954029035e-06,6.4574835482e-07,4.86511243014e-07,9.3838640713e-07,2.07849565254e-06,8.37607075308e-07,2.20383246586e-06,1.91839391494e-06,0.95441019041,0.95911620485,0.0138439007974
1326,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.477,2.359,5.337,0.502,2.501,5.619,0.0,0.818446187475,0.403014177807,0.384070857793,0.117000191274,-0.0807833035294,0.0860867552472,-0.318423567845,0.429431025401,0.328356776628,0.188621785345,0.750591863645,0.0686426850626,0.46543476665,-0.423141927903,-0.467750873004,0.150400671628,0.598496722973,0.386910062955,0.784208775703,0.485095041506,0.303805583878,0.367950233496,0.878814424594,0.615163449432,0.787641255056,0.0345714306329,2.27807287696e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.033,0.074,0.111,0.0,0.0,0.0,0.033,0.074,0.111,0.034,0.076,0.113,0.0,0.0,0.0,0.034,0.076,0.113,10624.0,0.01,0.001,1.30987827083e-11,1.56497938694e-11,4.97225347229e-11,1.40414922527e-30,0.0,0.90078,0.0,2.53429830918e-30,0.0,0.894560972764,0.0,0.810064682337,0.0,2.19885145816,1.518e-23,0.0,0.0033878632056,1.198e-26,0.0,1.198e-26,1.09140786752e-06,2.21212035956e-06,1.36837109056e-06,7.87528334916e-07,9.5380483472e-07,2.27807287696e-06,1.47441638862e-06,1.88780912761e-06,8.2860390926e-08,0.954958857977,0.959586140797,0.0136514642991
1407,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.58,2.325,4.89,0.612,2.435,5.165,0.0,0.836735594768,0.197879468408,0.486662535962,-0.11357870988,0.104769810461,-0.0581863617839,-0.339447303255,0.222301619337,0.643718145982,0.646217016197,0.00154342700302,-0.0672918751012,0.420398886308,-0.230615884876,-0.455003894808,0.747342734775,0.00178495602631,0.401376976988,0.762242446282,0.507821794955,0.46563785557,0.764843205475,0.445192383693,0.148301693405,0.606268915256,0.781309548212,2.82413784569e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.036,0.073,0.106,0.0,0.0,0.0,0.036,0.073,0.106,0.037,0.075,0.109,0.0,0.0,0.0,0.037,0.075,0.109,107694.0,0.01,0.001,3.18474730001e-18,8.88662795173e-12,5.05583384522e-11,2.46576921903e-31,0.0,0.82377,0.0,4.15232704836e-31,0.0,5.24214379371,0.0,2.74896112749,0.0,2.99257277325,2.369e-24,0.0,0.0033878632056,2.054e-27,0.0,2.054e-27,7.11452532547e-07,1.3510972226e-06,9.00129112573e-07,3.91263490273e-07,6.426780351e-07,3.74083687146e-07,5.3605440492e-07,2.19143231022e-06,2.82413784569e-06,0.94115051869,0.94713742703,0.0179650598739
1408,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.491,2.393,5.032,0.52,2.501,5.323,0.0,0.787983447956,0.334958714559,0.490886450751,0.0930807495344,0.131343868623,-0.0463335006775,-0.532110380238,0.289913724524,0.486868846718,0.589076719589,0.215891470012,-0.056265734842,0.301044851789,-0.355851665926,-0.446219119151,0.715353556743,0.262170827344,0.400748409044,0.771011832727,0.494915615477,0.460764990737,0.790333859464,0.403816807346,0.0445007640459,0.462205393357,0.885655608208,2.78853381573e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.034,0.074,0.107,0.0,0.0,0.0,0.034,0.074,0.107,0.035,0.076,0.11,0.0,0.0,0.0,0.035,0.076,0.11,79156.0,0.01,0.001,1.20208936447e-18,8.97776432558e-12,4.9748266996e-11,6.33856515393e-31,0.0,0.84825,0.0,1.02168369408e-30,0.0,2.23370695476,0.0,3.75444059373,0.0,3.48590120547,5.673e-24,0.0,0.0033878632056,4.598e-27,0.0,4.598e-27,8.83568993314e-07,1.6999247745e-06,1.09118859183e-06,5.43110072674e-07,9.31577460266e-07,4.75984460611e-07,1.40113023864e-07,1.45527827888e-06,2.78853381573e-06,0.94578965968,0.951397331371,0.016698132782
1409,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.511,2.368,5.192,0.543,2.538,5.447,0.0,0.784243242754,0.569209560933,0.201187380062,0.0510793614603,0.133706951481,0.0229643668105,-0.52702860805,0.511035074896,0.161875623112,0.0368647676095,0.658022725999,0.0257273625175,0.325598100681,-0.549412611405,-0.215196029573,0.0413002129883,0.737193816675,0.399528504778,0.775931144997,0.488167831891,0.333278722289,0.570281954819,0.750802094614,0.786426817685,0.261963220144,0.559381919369,2.58158972774e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.034,0.074,0.109,0.0,0.0,0.0,0.034,0.074,0.109,0.035,0.076,0.112,0.0,0.0,0.0,0.035,0.076,0.112,2087.0,0.01,0.001,3.31284085764e-11,3.42671025669e-11,5.94097504989e-11,2.72599042618e-30,0.0,0.87589,0.0,4.00636240387e-30,0.0,1.85442071857,0.0,0.738039602561,0.0,4.33846957354,2.893e-23,0.0,0.0033878632056,2.292e-26,0.0,2.292e-26,1.32378130908e-06,2.57093833004e-06,1.61747520845e-06,1.14595967713e-06,1.96088163184e-06,2.58158972774e-06,2.54753503764e-06,8.48598327118e-07,1.81205041203e-06,0.950994547004,0.956025993709,0.0149279572729
1410,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.497,2.331,5.259,0.536,2.49,5.559,0.0,0.836039104545,0.186900726595,0.491642539319,-0.0512564225506,-0.147536865729,0.084058147382,-0.262303638521,0.24687496223,0.500583929264,0.746538219485,0.235117414735,0.0647065845244,0.470087973329,-0.189526675194,-0.613109985326,0.574672888998,0.180989533359,0.400937746081,0.782594673936,0.4762294616,0.201736673707,0.480865806409,0.853270408903,0.834509150124,0.505509372691,0.219213942261,2.71815262778e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.034,0.073,0.11,0.0,0.0,0.0,0.034,0.073,0.11,0.035,0.076,0.113,0.0,0.0,0.0,0.035,0.076,0.113,104617.0,0.01,0.001,3.17240453853e-11,3.28881412067e-11,5.80860607105e-11,3.62270113469e-30,0.0,0.88735,0.0,4.73978697894e-30,0.0,2.78218258905,0.0,0.981899738427,0.0,4.44546101663,3.475e-23,0.0,0.0033878632056,2.901e-26,0.0,2.901e-26,1.39101936984e-06,2.71514558262e-06,1.65223756568e-06,6.42646298331e-07,1.53183169329e-06,2.71815262778e-06,2.62644301493e-06,1.59098502478e-06,6.89930035328e-07,0.952582967372,0.957419478104,0.0143600473893
1411,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.53,2.302,5.351,0.569,2.451,5.674,0.0,0.803789353196,0.0971682833945,0.565337556036,-0.067056371769,0.142751151069,-0.0975087270837,-0.373397772328,0.0214850616149,0.535808361562,0.691992768415,0.290963832858,-0.0833364431995,0.445021195772,-0.163015682728,-0.597348684965,0.591415945672,0.248674058777,0.399464442892,0.785750972239,0.472253711993,0.257068187831,0.494787078867,0.830121493151,0.806201501598,0.440769626394,0.394666030042,2.69788418128e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.035,0.073,0.111,0.0,0.0,0.0,0.035,0.073,0.111,0.036,0.075,0.114,0.0,0.0,0.0,0.036,0.075,0.114,75104.0,0.01,0.001,2.67371892687e-11,2.80800448354e-11,5.71928511097e-11,3.33201994302e-30,0.0,0.90315,0.0,4.69045530044e-30,0.0,1.4348512944,0.0,1.01065932837,0.0,1.83385874684,3.332e-23,0.0,0.0033878632056,2.789e-26,0.0,2.789e-26,1.37156534263e-06,2.69788418128e-06,1.62148805939e-06,7.77516719364e-07,1.49651043791e-06,2.5107476171e-06,2.30612669782e-06,1.26081457427e-06,1.12893596303e-06,0.9553728639,0.959927420943,0.0133647477733
1491,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.559,2.451,4.837,0.596,2.627,5.131,0.0,0.834658057728,0.530804547082,0.032336381811,-0.0254584145547,-0.141062705941,-0.00606424662261,-0.253965213851,0.600825814043,0.0404729443518,0.0852774164055,0.752039187325,-0.00510922840394,0.48865603191,-0.594545987336,-0.0329581872513,0.0718476383347,0.633605493951,0.412891192702,0.761659155093,0.49939582943,0.77133508446,0.559260929576,0.303758786097,0.120695701968,0.706821853457,0.697018948811,2.48279653788e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.036,0.075,0.105,0.0,0.0,0.0,0.036,0.075,0.105,0.037,0.078,0.108,0.0,0.0,0.0,0.037,0.078,0.108,51090.0,0.01,0.001,5.22318117224e-12,9.95958174253e-12,4.85803719931e-11,3.14400445381e-31,0.0,0.81469,0.0,4.96563388912e-31,0.0,1.87295201106,0.0,0.400194533667,0.0,0.185180612464,3.328e-24,0.0,0.0033878632056,2.827e-27,0.0,2.827e-27,7.96721170823e-07,1.46970917409e-06,9.63641843082e-07,1.03925874541e-06,7.53520517527e-07,4.09269565598e-07,4.23958129644e-07,2.48279653788e-06,2.44836265953e-06,0.940631236568,0.946822512653,0.0184296000347
1492,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.575,2.471,4.86,0.619,2.59,5.101,0.0,0.807544118075,0.129305918446,0.557436128985,0.121842104899,0.0746454311615,-0.0231237661112,-0.48222559691,0.0991951643072,0.500143686153,0.686139167123,0.190140529725,-0.0223278222384,0.33807947415,-0.160508472266,-0.621931334206,0.662521549501,0.183595696635,0.411022123919,0.76787629027,0.491352029089,0.265746773906,0.607166878954,0.748817089322,0.193491528607,0.681046274005,0.706213141354,2.04343174553e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.036,0.075,0.106,0.0,0.0,0.0,0.036,0.075,0.106,0.038,0.077,0.108,0.0,0.0,0.0,0.038,0.077,0.108,93837.0,0.01,0.001,1.04856056967e-12,9.10383267464e-12,4.97919629923e-11,3.04267359007e-31,0.0,0.81864,0.0,4.05996383844e-31,0.0,5.07131772227,0.0,2.75634862786,0.0,0.641436534841,2.725e-24,0.0,0.0033878632056,2.282e-27,0.0,2.282e-27,7.54483801204e-07,1.409535372e-06,9.01939640381e-07,5.7038537452e-07,1.3031921425e-06,1.60722295764e-06,5.59868839723e-07,1.97061127156e-06,2.04343174553e-06,0.942034421136,0.948086869684,0.0179914766196
1493,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.543,2.602,4.995,0.58,2.726,5.268,0.0,0.834352307369,0.416842971567,0.324367988343,-0.1030008003,-0.119475551973,0.0375990014238,-0.248123974442,0.489965305901,0.351109484408,0.670879768926,0.351564038288,0.0314523182626,0.489783408522,-0.459509790127,-0.382797893076,0.5612043727,0.29409036419,0.412474816852,0.776976354842,0.475575724232,0.151867436796,0.738282836194,0.657171770104,0.856701544147,0.216718266503,0.468076550598,2.57602989358e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.035,0.077,0.107,0.0,0.0,0.0,0.035,0.077,0.107,0.036,0.079,0.11,0.0,0.0,0.0,0.036,0.079,0.11,144133.0,0.01,0.001,2.10002970278e-12,8.83707110455e-12,4.88356042411e-11,8.13743199309e-32,0.0,0.84193,0.0,1.53279578815e-32,0.0,4.99034073281,0.0,3.03825694877,0.0,1.70550972608,1.067e-24,0.0,0.0033878632056,9.121e-28,0.0,9.121e-28,5.99036476842e-07,1.12840144217e-06,6.90677817593e-07,5.29898621327e-07,2.57602989358e-06,2.29301568723e-06,8.74748321536e-07,2.21283527694e-07,4.77936779481e-07,0.948000687117,0.953603944851,0.0162714018712
1494,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.532,2.471,5.037,0.573,2.593,5.298,0.0,0.783963665553,0.280540594285,0.53162989814,0.151682473169,-0.0325580218653,0.0642098259241,-0.458514570659,0.255378345764,0.378455336298,0.654019388795,0.386592272001,0.0533683468368,0.410114956319,-0.269329664254,-0.598064893851,0.543591780181,0.321318274261,0.41267895508,0.781645510828,0.467681916945,0.192312089451,0.639092525221,0.744699136872,0.377292838932,0.877394215573,0.296360429492,2.3441004116e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.035,0.075,0.107,0.0,0.0,0.0,0.035,0.075,0.107,0.036,0.077,0.11,0.0,0.0,0.0,0.036,0.077,0.11,14250.0,0.01,0.001,5.40626072103e-13,8.71169664291e-12,5.11576029374e-11,6.70693605204e-32,0.0,0.84904,0.0,2.95115535903e-31,0.0,3.44828774787,0.0,2.80538804128,0.0,2.03841329799,6.267e-25,0.0,0.0033878632056,5.398e-28,0.0,5.398e-28,5.24646836353e-07,9.93721243494e-07,5.94573178798e-07,6.0534358873e-07,2.01168092891e-06,2.3441004116e-06,7.9997337073e-07,1.86033747706e-06,6.28372519348e-07,0.947478787081,0.952983803939,0.0162358896264
1495,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.61,2.673,5.172,0.64,2.813,5.488,0.0,0.820704738045,0.540344564418,0.10403808046,0.125078408005,-0.0894592327245,0.0871027536991,-0.364308443313,0.600637093647,0.0561731772456,0.225891751669,0.666892075864,0.0857578375012,0.422825962644,-0.553204787478,-0.165069526329,0.222403854181,0.656594881837,0.413540977712,0.786542722568,0.458622290484,0.24070733378,0.747298690728,0.619358253598,0.266641415178,0.529015437958,0.805633304993,2.34273660018e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.037,0.078,0.109,0.0,0.0,0.0,0.037,0.078,0.109,0.038,0.08,0.112,0.0,0.0,0.0,0.038,0.08,0.112,45969.0,0.01,0.001,3.2804670233e-16,9.02942806959e-12,4.97242901122e-11,2.9114160055e-32,0.0,0.87234,0.0,1.00705479263e-31,0.0,5.9786113259,0.0,2.9616503116,0.0,2.07723678189,7.869e-26,0.0,0.0033878632056,7.106e-29,0.0,7.106e-29,3.12970064811e-07,5.95259817348e-07,3.4708784791e-07,7.54603062705e-07,2.34273660018e-06,1.9416509989e-06,6.19126870619e-07,1.22834508808e-06,1.87063673756e-06,0.954919202782,0.959870974626,0.0139615869292
1573,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.69,2.641,4.528,0.727,2.758,4.777,0.0,0.786762520941,0.595678128695,0.0556056441938,0.0662085728551,0.136736022509,-0.00105396653454,-0.523694521171,0.514402443665,0.0488236217874,0.302905388183,0.605803304189,-0.00112014796063,0.326720704214,-0.609866864135,-0.0560746579496,0.321925641582,0.643843341788,0.424289830575,0.754709307462,0.500391847357,0.129828361971,0.627673198211,0.767574721233,0.590744583531,0.639324361036,0.492224743805,2.5682515905e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.04,0.078,0.102,0.0,0.0,0.0,0.04,0.078,0.102,0.041,0.08,0.105,0.0,0.0,0.0,0.041,0.08,0.105,23346.0,0.01,0.001,2.16334409243e-18,8.67920881024e-12,5.11368105161e-11,2.678446458e-31,0.0,0.76142,0.0,5.10712397432e-31,0.0,5.43273623055,0.0,5.8727611934,0.0,4.81507760881,2.092e-24,0.0,0.0033878632056,1.812e-27,0.0,1.812e-27,7.29029414655e-07,1.29676755134e-06,8.59790523574e-07,4.34396662503e-07,2.10015083226e-06,2.5682515905e-06,6.3398420613e-07,6.86119786436e-07,5.28253194593e-07,0.934048901944,0.941140023645,0.0209021647711
1574,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.706,2.639,4.904,0.743,2.797,5.188,0.0,0.800341959796,0.170564354779,0.555149045845,0.0622783395848,-0.135246048316,0.0848044947168,-0.425970446888,0.220642239786,0.508610068418,0.690873861595,0.163350799643,0.082228728558,0.405029084936,-0.117156761154,-0.584486468122,0.669889955982,0.158389347268,0.425554397603,0.761830943504,0.488382092424,0.42510870884,0.481885960997,0.766203958658,0.197868294968,0.698699832777,0.687507586521,2.52150327754e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.04,0.078,0.106,0.0,0.0,0.0,0.04,0.078,0.106,0.041,0.08,0.109,0.0,0.0,0.0,0.041,0.08,0.109,64440.0,0.01,0.001,7.515981422e-13,8.68292991735e-12,4.95737570797e-11,1.11699864545e-31,0.0,0.82614,0.0,1.76238139621e-31,0.0,0.660875908274,0.0,0.328020562775,0.0,2.9860752634,1.004e-24,0.0,0.0033878632056,9.228e-28,0.0,9.228e-28,6.08656904264e-07,1.08962254005e-06,6.98517355588e-07,5.69736414033e-07,6.45830051662e-07,1.02687685937e-06,7.14077105613e-07,2.52150327754e-06,2.48111213345e-06,0.947527107968,0.953294485438,0.0162249162894
